ma_don,ma_kh,san_pham,danh_muc,so_luong,don_gia,ngay_dat,khu_vuc
D04152,KH13,Quan jean,Thoi trang,5,37.0,2024-06-13,Bac
D04153,KH04,May xay,Gia dung,3,36.5,2024-12-17,Bac
D04154,KH40,May xay,Gia dung,7,41.4,2025-01-02,Nam
D04155,KH06,Sach Spark,Sach,4,24.1,2024-07-18,Nam
D04156,KH28,Sach Python,Sach,3,20.6,2024-11-23,Nam
D04157,KH03,May xay,Gia dung,8,40.7,2025-01-09,Bac
D04158,KH20,May xay,Gia dung,9,42.8,2024-07-16,Nam
D04159,KH21,Dien thoai,Dien tu,2,818.0,2024-12-13,Trung
D04160,KH09,Quan jean,Thoi trang,2,32.0,2024-03-12,Trung
D04161,KH09,Noi com dien,Gia dung,3,51.6,2024-10-14,Nam
D04162,KH12,Laptop,Dien tu,3,1412.6,2024-10-30,Bac
D04163,KH32,Ao thun,Thoi trang,11,11.7,2025-02-02,Bac
D04164,KH31,Ao thun,Thoi trang,7,13.7,2024-07-03,Nam
D04165,KH27,Dien thoai,Dien tu,2,769.7,2024-09-07,Trung
D04166,KH24,Tai nghe,Dien tu,1,44.8,2024-12-27,Trung
D04167,KH25,Sach Spark,Sach,9,26.9,2025-01-25,Trung
D04168,KH35,Ao thun,Thoi trang,6,11.6,2024-03-10,Trung
D04169,KH14,Tai nghe,Dien tu,1,42.7,2024-03-26,Trung
D04170,KH01,Giay the thao,Thoi trang,2,55.8,2024-10-19,Bac
D04171,KH23,Noi com dien,Gia dung,2,59.6,2024-08-31,Nam
D04172,KH26,Sach Python,Sach,7,21.1,2024-08-09,Nam
D04173,KH23,May xay,Gia dung,2,41.1,2025-02-14,Bac
D04174,KH35,Sach Spark,Sach,11,22.8,2024-03-10,Bac
D04175,KH27,Sach Python,Sach,10,18.5,2024-05-01,Nam
D04176,KH01,Ao thun,Thoi trang,8,12.2,2024-10-15,Nam
D04177,KH22,Noi com dien,Gia dung,6,60.3,2024-11-17,Trung
D04178,KH40,Ao thun,Thoi trang,10,12.6,2024-04-13,Nam
D04179,KH31,Laptop,Dien tu,1,1520.7,2024-09-03,Trung
D04180,KH09,Sach Python,Sach,1,18.5,2024-04-28,Nam
D04181,KH06,Sach Python,Sach,2,19.9,2024-12-14,Nam
D04182,KH17,May xay,Gia dung,6,37.9,2024-12-30,Nam
D04183,KH30,Noi com dien,Gia dung,6,51.8,2025-02-08,Bac
D04184,KH40,Quan jean,Thoi trang,7,36.7,2024-08-25,Nam
D04185,KH38,Sach Spark,Sach,5,23.9,2024-09-21,Nam
D04186,KH40,Sach Spark,Sach,5,24.4,2024-08-26,Bac
D04187,KH39,Dien thoai,Dien tu,2,828.8,2025-02-27,Bac
D04188,KH18,Laptop,Dien tu,3,1367.0,2024-05-20,Bac
D04189,KH25,Laptop,Dien tu,2,1409.3,2024-09-15,Bac
D04190,KH37,Sach Spark,Sach,7,24.8,2025-02-19,Bac
D04191,KH34,Sach Python,Sach,1,20.5,2024-05-01,Bac
D04192,KH12,Noi com dien,Gia dung,9,56.0,2024-11-14,Nam
D04193,KH36,Dien thoai,Dien tu,3,721.6,2024-10-18,Bac
D04194,KH39,Dien thoai,Dien tu,1,813.7,2024-09-13,Trung
D04195,KH26,Ao thun,Thoi trang,10,13.4,2024-11-20,Nam
D04196,KH37,Dien thoai,Dien tu,2,859.1,2024-12-03,Bac
D04197,KH26,Sach Spark,Sach,11,26.2,2024-05-10,Trung
D04198,KH07,Sach Spark,Sach,2,25.6,2024-03-30,Bac
D04199,KH26,May xay,Gia dung,8,37.9,2024-06-09,Nam
D04200,KH10,Tai nghe,Dien tu,3,45.3,2024-08-12,Bac
D04201,KH26,Ao thun,Thoi trang,8,12.0,2024-05-12,Nam
D04202,KH05,May xay,Gia dung,9,41.6,2024-08-04,Nam
D04203,KH21,Quan jean,Thoi trang,3,32.3,2024-09-15,Nam
D04204,KH19,Sach Spark,Sach,3,23.4,2024-11-01,Nam
D04205,KH27,Sach Python,Sach,7,18.1,2024-12-21,Bac
D04206,KH05,Sach Python,Sach,1,18.3,2025-02-24,Trung
D04207,KH16,Giay the thao,Thoi trang,3,65.9,2024-12-07,Trung
D04208,KH21,Laptop,Dien tu,1,1437.1,2024-03-17,Nam
D04209,KH26,Laptop,Dien tu,2,1357.4,2024-03-18,Bac
D04210,KH04,Laptop,Dien tu,2,1634.5,2024-09-23,Nam
D04211,KH22,Noi com dien,Gia dung,1,60.0,2024-03-11,Bac
D04212,KH06,Sach Spark,Sach,5,23.3,2024-05-21,Nam
D04213,KH33,Noi com dien,Gia dung,6,56.9,2024-06-05,Nam
D04214,KH11,Dien thoai,Dien tu,1,852.5,2024-11-03,Bac
D04215,KH21,Sach Python,Sach,2,19.4,2025-01-23,Bac
D04216,KH31,Sach Python,Sach,8,21.0,2025-01-31,Trung
D04217,KH27,Dien thoai,Dien tu,1,767.1,2024-08-20,Bac
D04218,KH01,Laptop,Dien tu,1,1643.1,2024-11-13,Trung
D04219,KH18,May xay,Gia dung,10,37.0,2024-10-08,Trung
D04220,KH25,Dien thoai,Dien tu,1,741.7,2024-03-27,Nam
D04221,KH06,Ao thun,Thoi trang,7,12.7,2024-04-11,Bac
D04222,KH21,Dien thoai,Dien tu,3,825.9,2024-04-16,Bac
D04223,KH29,Tai nghe,Dien tu,2,41.7,2024-05-10,Trung
D04224,KH17,Dien thoai,Dien tu,1,740.9,2024-10-31,Bac
D04225,KH27,Quan jean,Thoi trang,4,34.6,2024-07-19,Nam
D04226,KH10,Ao thun,Thoi trang,6,12.2,2024-03-12,Trung
D04227,KH07,Dien thoai,Dien tu,1,801.3,2024-06-05,Bac
D04228,KH40,Noi com dien,Gia dung,11,57.1,2024-12-24,Nam
D04229,KH27,Ao thun,Thoi trang,8,13.5,2024-03-27,Trung
D04230,KH15,Laptop,Dien tu,2,1464.9,2024-10-26,Bac
D04231,KH16,Noi com dien,Gia dung,7,55.8,2024-11-25,Bac
D04232,KH08,Tai nghe,Dien tu,1,47.2,2024-08-03,Nam
D04233,KH02,Laptop,Dien tu,1,1364.0,2024-03-13,Nam
D04234,KH17,Noi com dien,Gia dung,11,59.5,2024-04-11,Bac
D04235,KH28,Sach Spark,Sach,10,22.8,2024-07-26,Bac
D04236,KH15,Quan jean,Thoi trang,9,35.5,2024-08-16,Bac
D04237,KH07,May xay,Gia dung,4,41.9,2024-09-28,Nam
D04238,KH11,Laptop,Dien tu,1,1607.4,2024-08-23,Bac
D04239,KH27,Giay the thao,Thoi trang,6,58.7,2024-11-03,Nam
D04240,KH28,Dien thoai,Dien tu,3,768.6,2024-08-30,Bac
D04241,KH11,Noi com dien,Gia dung,8,50.4,2024-12-17,Nam
D04242,KH23,Ao thun,Thoi trang,1,13.3,2024-03-16,Trung
D04243,KH07,Tai nghe,Dien tu,3,44.7,2024-09-29,Nam
D04244,KH03,Noi com dien,Gia dung,3,56.9,2024-03-17,Trung
D04245,KH34,Giay the thao,Thoi trang,8,64.9,2025-02-03,Bac
D04246,KH27,Sach Python,Sach,10,20.2,2024-09-25,Nam
D04247,KH04,Noi com dien,Gia dung,7,59.6,2024-09-19,Bac
D04248,KH23,Giay the thao,Thoi trang,10,57.3,2024-07-13,Nam
D04249,KH11,Quan jean,Thoi trang,1,35.5,2024-04-07,Nam
D04250,KH34,Dien thoai,Dien tu,3,742.2,2024-12-10,Nam
D04251,KH33,Noi com dien,Gia dung,4,54.4,2024-03-22,Nam
D04252,KH13,Quan jean,Thoi trang,10,36.6,2024-03-27,Bac
D04253,KH33,Quan jean,Thoi trang,6,35.2,2024-07-06,Nam
D04254,KH15,Ao thun,Thoi trang,8,12.3,2024-12-13,Bac
D04255,KH13,Dien thoai,Dien tu,1,765.0,2024-04-01,Bac
D04256,KH21,May xay,Gia dung,8,36.1,2024-10-30,Bac
D04257,KH09,Sach Python,Sach,1,18.7,2024-05-29,Nam
D04258,KH31,Dien thoai,Dien tu,3,764.0,2025-01-29,Trung
D04259,KH12,Ao thun,Thoi trang,8,12.4,2024-09-05,Bac
D04260,KH19,Tai nghe,Dien tu,1,46.7,2024-11-09,Bac
D04261,KH02,Dien thoai,Dien tu,3,730.6,2024-05-02,Nam
D04262,KH11,May xay,Gia dung,8,40.9,2024-05-26,Bac
D04263,KH39,Giay the thao,Thoi trang,5,60.8,2024-09-10,Bac
D04264,KH09,Sach Spark,Sach,11,23.1,2025-01-17,Nam
D04265,KH19,Sach Python,Sach,4,21.8,2024-03-13,Nam
D04266,KH01,Sach Python,Sach,6,18.7,2025-02-25,Nam
D04267,KH40,Tai nghe,Dien tu,3,48.9,2024-05-17,Bac
D04268,KH32,May xay,Gia dung,7,38.1,2024-04-11,Bac
D04269,KH13,Dien thoai,Dien tu,3,756.5,2024-07-27,Nam
D04270,KH14,Sach Python,Sach,8,21.2,2024-08-20,Bac
D04271,KH01,Noi com dien,Gia dung,6,58.9,2024-06-14,Trung
D04272,KH22,Noi com dien,Gia dung,10,52.8,2024-04-09,Bac
D04273,KH16,Dien thoai,Dien tu,3,860.9,2024-03-24,Nam
D04274,KH40,Sach Spark,Sach,1,26.4,2024-12-20,Bac
D04275,KH15,Tai nghe,Dien tu,2,42.0,2024-12-25,Nam
D04276,KH13,Laptop,Dien tu,3,1495.8,2025-01-24,Nam
D04277,KH13,Laptop,Dien tu,1,1614.8,2025-01-09,Bac
D04278,KH19,Noi com dien,Gia dung,5,54.4,2024-11-04,Bac
D04279,KH40,Quan jean,Thoi trang,4,37.7,2025-02-25,Bac
D04280,KH37,Dien thoai,Dien tu,3,822.7,2024-03-10,Trung
D04281,KH15,Dien thoai,Dien tu,3,878.2,2025-01-28,Nam
D04282,KH39,Ao thun,Thoi trang,3,13.7,2024-09-25,Bac
D04283,KH04,Sach Python,Sach,4,19.3,2024-10-17,Trung
D04284,KH19,Quan jean,Thoi trang,6,36.1,2024-09-10,Nam
D04285,KH09,May xay,Gia dung,6,41.9,2024-12-20,Nam
D04286,KH17,Sach Spark,Sach,2,27.0,2024-07-20,Bac
D04287,KH18,Laptop,Dien tu,2,1599.7,2024-04-17,Nam
D04288,KH21,Ao thun,Thoi trang,7,13.1,2024-11-26,Trung
D04289,KH20,Tai nghe,Dien tu,3,46.5,2024-12-28,Bac
D04290,KH06,Tai nghe,Dien tu,2,42.1,2024-05-30,Bac
D04291,KH20,Sach Spark,Sach,1,26.9,2024-10-08,Bac
D04292,KH30,May xay,Gia dung,3,43.8,2024-08-27,Bac
D04293,KH29,Tai nghe,Dien tu,1,41.2,2024-05-20,Trung
D04294,KH09,May xay,Gia dung,5,43.8,2025-02-16,Nam
D04295,KH33,Ao thun,Thoi trang,2,11.9,2024-04-30,Nam
D04296,KH25,Tai nghe,Dien tu,3,42.5,2024-08-20,Trung
D04297,KH26,Noi com dien,Gia dung,7,49.9,2024-05-09,Bac
D04298,KH38,Sach Spark,Sach,9,24.3,2024-05-27,Nam
D04299,KH29,Ao thun,Thoi trang,2,12.2,2024-09-15,Nam
D04300,KH15,Quan jean,Thoi trang,8,35.4,2024-08-21,Bac
D04301,KH18,Sach Python,Sach,10,20.7,2024-11-28,Bac
D04302,KH13,Sach Spark,Sach,4,22.6,2024-05-26,Nam
D04303,KH01,Tai nghe,Dien tu,2,49.4,2024-05-31,Nam
D04304,KH14,Quan jean,Thoi trang,11,33.2,2024-05-17,Bac
D04305,KH06,Giay the thao,Thoi trang,7,55.1,2025-01-15,Bac
D04306,KH29,Sach Python,Sach,1,18.4,2024-04-25,Bac
D04307,KH17,Sach Python,Sach,5,19.2,2024-06-27,Bac
D04308,KH29,Sach Python,Sach,3,20.0,2024-11-03,Nam
D04309,KH27,Giay the thao,Thoi trang,8,63.4,2024-10-18,Bac
D04310,KH23,Quan jean,Thoi trang,4,36.1,2024-12-31,Bac
D04311,KH33,Sach Python,Sach,7,21.1,2024-12-01,Nam
D04312,KH34,Sach Python,Sach,7,21.9,2025-02-04,Bac
D04313,KH15,Giay the thao,Thoi trang,4,62.6,2024-10-03,Nam
D04314,KH18,Tai nghe,Dien tu,2,43.7,2024-06-07,Trung
D04315,KH01,Tai nghe,Dien tu,3,45.7,2024-12-20,Trung
D04316,KH26,May xay,Gia dung,8,37.7,2024-03-27,Nam
D04317,KH04,Giay the thao,Thoi trang,10,63.5,2024-03-06,Nam
D04318,KH26,Giay the thao,Thoi trang,9,65.1,2024-05-31,Trung
D04319,KH23,Quan jean,Thoi trang,9,35.2,2025-01-29,Trung
D04320,KH08,Ao thun,Thoi trang,8,12.5,2024-09-01,Trung
D04321,KH26,Tai nghe,Dien tu,2,44.9,2024-08-15,Nam
D04322,KH31,Giay the thao,Thoi trang,9,65.6,2025-02-22,Nam
D04323,KH37,Sach Spark,Sach,9,26.1,2024-10-08,Bac
D04324,KH14,Dien thoai,Dien tu,3,873.5,2024-04-03,Trung
D04325,KH26,May xay,Gia dung,8,41.2,2024-12-22,Trung
D04326,KH20,Tai nghe,Dien tu,2,49.3,2024-07-01,Nam
D04327,KH28,Dien thoai,Dien tu,3,854.5,2024-12-27,Nam
D04328,KH39,Ao thun,Thoi trang,7,12.6,2024-10-29,Nam
D04329,KH24,May xay,Gia dung,1,38.3,2024-06-26,Bac
D04330,KH40,Sach Python,Sach,6,21.3,2024-06-10,Trung
D04331,KH09,Ao thun,Thoi trang,4,11.9,2024-06-03,Nam
D04332,KH12,May xay,Gia dung,10,43.5,2024-09-06,Nam
D04333,KH35,Sach Spark,Sach,8,27.0,2024-06-28,Nam
D04334,KH14,Noi com dien,Gia dung,3,52.3,2024-11-22,Trung
D04335,KH31,Ao thun,Thoi trang,1,11.9,2024-04-08,Nam
D04336,KH04,Quan jean,Thoi trang,11,32.5,2024-09-20,Bac
D04337,KH19,May xay,Gia dung,2,39.0,2024-03-30,Bac
D04338,KH01,Noi com dien,Gia dung,2,51.1,2024-08-18,Nam
D04339,KH21,May xay,Gia dung,9,43.6,2024-09-27,Nam
D04340,KH05,Laptop,Dien tu,2,1454.2,2024-04-14,Trung
D04341,KH01,Quan jean,Thoi trang,8,35.6,2025-01-01,Bac
D04342,KH07,Noi com dien,Gia dung,4,59.0,2024-12-22,Trung
D04343,KH34,Quan jean,Thoi trang,10,38.2,2024-05-11,Nam
D04344,KH31,Sach Python,Sach,5,20.7,2024-10-05,Trung
D04345,KH14,Quan jean,Thoi trang,5,34.5,2024-04-22,Bac
D04346,KH38,May xay,Gia dung,6,43.9,2024-09-08,Bac
D04347,KH09,Laptop,Dien tu,1,1400.1,2024-04-23,Bac
D04348,KH22,Dien thoai,Dien tu,2,774.2,2025-02-19,Trung
D04349,KH24,Noi com dien,Gia dung,7,49.9,2025-01-25,Nam
D04350,KH10,Laptop,Dien tu,3,1630.7,2024-06-13,Bac
D04351,KH16,Noi com dien,Gia dung,2,52.3,2024-08-09,Trung
D04352,KH17,Ao thun,Thoi trang,10,12.3,2024-05-16,Bac
D04353,KH15,Sach Python,Sach,11,18.9,2024-09-26,Nam
D04354,KH24,Quan jean,Thoi trang,11,31.8,2024-04-01,Nam
D04355,KH11,May xay,Gia dung,5,43.2,2024-04-11,Trung
D04356,KH15,Giay the thao,Thoi trang,8,57.8,2025-01-27,Trung
D04357,KH25,Noi com dien,Gia dung,4,56.4,2024-05-18,Nam
D04358,KH39,Dien thoai,Dien tu,1,786.0,2024-05-21,Bac
D04359,KH04,Sach Spark,Sach,4,26.3,2024-09-22,Nam
D04360,KH13,Tai nghe,Dien tu,2,44.3,2024-03-21,Nam
D04361,KH05,Dien thoai,Dien tu,3,731.1,2024-11-30,Bac
D04362,KH22,Laptop,Dien tu,3,1453.6,2024-08-21,Trung
D04363,KH21,Noi com dien,Gia dung,9,57.7,2024-05-04,Nam
D04364,KH01,May xay,Gia dung,6,44.0,2024-09-04,Bac
D04365,KH07,Sach Python,Sach,10,19.0,2024-07-03,Bac
D04366,KH07,Dien thoai,Dien tu,2,785.8,2024-12-20,Bac
D04367,KH14,Giay the thao,Thoi trang,11,60.8,2024-12-12,Nam
D04368,KH05,Tai nghe,Dien tu,3,48.9,2024-08-29,Nam
D04369,KH06,Ao thun,Thoi trang,8,13.6,2024-09-19,Trung
D04370,KH27,Quan jean,Thoi trang,3,37.2,2025-01-21,Bac
D04371,KH10,Giay the thao,Thoi trang,2,54.1,2024-11-20,Bac
D04372,KH36,Ao thun,Thoi trang,8,13.4,2024-11-14,Bac
D04373,KH27,Tai nghe,Dien tu,2,48.9,2024-08-29,Nam
D04374,KH09,Noi com dien,Gia dung,7,53.2,2024-06-24,Trung
D04375,KH18,Giay the thao,Thoi trang,11,60.0,2024-07-18,Nam
D04376,KH09,Dien thoai,Dien tu,3,850.3,2024-10-12,Trung
D04377,KH36,Dien thoai,Dien tu,3,834.3,2024-07-10,Trung
D04378,KH14,Ao thun,Thoi trang,11,13.3,2024-10-11,Nam
D04379,KH15,Sach Python,Sach,10,19.1,2024-04-03,Trung
D04380,KH12,Noi com dien,Gia dung,6,59.1,2024-04-30,Bac
D04381,KH20,May xay,Gia dung,9,37.0,2024-04-03,Trung
D04382,KH35,Sach Python,Sach,7,18.7,2024-08-15,Nam
D04383,KH17,Sach Spark,Sach,5,23.8,2024-03-07,Nam
D04384,KH36,Laptop,Dien tu,2,1492.8,2024-09-10,Bac
D04385,KH24,Tai nghe,Dien tu,1,46.5,2025-02-01,Nam
D04386,KH35,May xay,Gia dung,1,38.3,2024-12-08,Bac
D04387,KH06,Giay the thao,Thoi trang,2,64.3,2025-01-01,Trung
D04388,KH36,Sach Python,Sach,4,19.2,2025-02-20,Trung
D04389,KH14,Sach Spark,Sach,9,24.5,2024-04-02,Nam
D04390,KH10,Ao thun,Thoi trang,1,13.7,2024-10-28,Nam
D04391,KH16,Noi com dien,Gia dung,3,51.4,2024-04-04,Bac
D04392,KH23,Sach Spark,Sach,5,27.2,2024-12-01,Trung
D04393,KH27,Dien thoai,Dien tu,2,740.1,2024-06-30,Bac
D04394,KH30,Ao thun,Thoi trang,2,12.1,2024-11-14,Trung
D04395,KH26,Tai nghe,Dien tu,1,48.1,2024-09-04,Trung
D04396,KH05,Laptop,Dien tu,1,1451.3,2024-08-23,Bac
D04397,KH20,Laptop,Dien tu,3,1521.6,2024-10-13,Trung
D04398,KH01,May xay,Gia dung,5,41.6,2024-11-28,Bac
D04399,KH08,Sach Python,Sach,6,21.4,2024-12-28,Nam
D04400,KH28,Ao thun,Thoi trang,10,13.2,2024-11-11,Nam
D04401,KH10,Sach Spark,Sach,2,23.8,2024-09-01,Nam
D04402,KH13,Quan jean,Thoi trang,8,38.0,2024-07-18,Trung
D04403,KH08,May xay,Gia dung,7,39.0,2024-10-14,Bac
D04404,KH07,Giay the thao,Thoi trang,4,57.3,2025-02-24,Nam
D04405,KH31,Tai nghe,Dien tu,1,49.5,2024-03-03,Bac
D04406,KH11,Laptop,Dien tu,2,1494.1,2024-07-28,Trung
D04407,KH02,Sach Python,Sach,9,20.7,2024-04-03,Nam
D04408,KH12,Ao thun,Thoi trang,3,12.2,2024-07-13,Trung
D04409,KH30,Laptop,Dien tu,1,1393.9,2025-02-22,Bac
D04410,KH10,May xay,Gia dung,6,40.5,2024-08-18,Nam
D04411,KH34,Quan jean,Thoi trang,3,36.9,2024-03-14,Bac
D04412,KH18,Giay the thao,Thoi trang,6,62.1,2024-11-29,Bac
D04413,KH20,Tai nghe,Dien tu,2,46.3,2025-01-05,Nam
D04414,KH29,Sach Python,Sach,1,21.9,2025-02-01,Bac
D04415,KH12,Dien thoai,Dien tu,2,738.3,2024-04-03,Nam
D04416,KH36,Noi com dien,Gia dung,2,59.8,2024-10-13,Bac
D04417,KH02,Laptop,Dien tu,1,1584.2,2024-03-02,Trung
D04418,KH33,Giay the thao,Thoi trang,4,61.8,2025-02-01,Nam
D04419,KH18,May xay,Gia dung,7,40.0,2024-10-08,Nam
D04420,KH06,Laptop,Dien tu,2,1366.4,2024-08-14,Bac
D04421,KH21,Quan jean,Thoi trang,10,38.4,2024-09-09,Trung
D04422,KH17,Giay the thao,Thoi trang,10,64.6,2024-07-11,Trung
D04423,KH21,Giay the thao,Thoi trang,11,58.5,2024-12-10,Nam
D04424,KH18,Noi com dien,Gia dung,2,54.7,2024-04-02,Nam
D04425,KH35,Quan jean,Thoi trang,3,33.4,2024-10-08,Bac
D04426,KH06,Noi com dien,Gia dung,4,55.8,2024-05-13,Trung
D04427,KH34,Ao thun,Thoi trang,9,11.3,2024-04-11,Bac
D04428,KH31,Sach Python,Sach,6,18.1,2024-10-02,Trung
D04429,KH31,Tai nghe,Dien tu,2,45.4,2025-01-14,Trung
D04430,KH40,Sach Python,Sach,5,18.5,2024-12-02,Nam
D04431,KH20,May xay,Gia dung,1,41.0,2024-06-06,Nam
D04432,KH29,May xay,Gia dung,1,36.1,2024-12-11,Bac
D04433,KH39,Ao thun,Thoi trang,3,11.8,2025-01-28,Nam
D04434,KH29,Quan jean,Thoi trang,1,33.1,2024-08-18,Nam
D04435,KH14,Noi com dien,Gia dung,9,52.3,2025-02-02,Trung
D04436,KH15,Laptop,Dien tu,2,1606.9,2024-04-09,Bac
D04437,KH21,Quan jean,Thoi trang,6,32.2,2025-02-15,Bac
D04438,KH27,May xay,Gia dung,8,40.8,2024-08-17,Nam
D04439,KH10,Sach Spark,Sach,9,23.6,2024-10-21,Nam
D04440,KH08,Laptop,Dien tu,1,1383.6,2024-09-14,Bac
D04441,KH20,Sach Python,Sach,10,19.8,2024-04-17,Bac
D04442,KH05,Sach Python,Sach,9,18.3,2024-09-21,Trung
D04443,KH17,Tai nghe,Dien tu,1,43.8,2025-02-01,Bac
D04444,KH26,May xay,Gia dung,4,39.7,2024-09-06,Trung
D04445,KH06,Ao thun,Thoi trang,5,12.5,2024-05-17,Bac
D04446,KH13,Giay the thao,Thoi trang,2,63.2,2024-03-01,Trung
D04447,KH34,Laptop,Dien tu,2,1575.2,2024-11-05,Nam
D04448,KH30,Dien thoai,Dien tu,1,757.8,2024-04-11,Nam
D04449,KH32,Noi com dien,Gia dung,6,51.7,2024-07-22,Bac
D04450,KH34,Sach Python,Sach,2,18.9,2024-09-24,Bac
D04451,KH29,Noi com dien,Gia dung,4,57.4,2025-01-19,Bac
D04452,KH40,Ao thun,Thoi trang,4,12.1,2024-12-20,Bac
D04453,KH23,Sach Spark,Sach,11,26.2,2024-12-31,Trung
D04454,KH35,Noi com dien,Gia dung,11,55.9,2024-08-08,Trung
D04455,KH24,Dien thoai,Dien tu,2,781.3,2024-05-15,Trung
D04456,KH24,Sach Spark,Sach,8,23.9,2024-03-01,Bac
D04457,KH26,Giay the thao,Thoi trang,10,56.1,2025-01-26,Nam
D04458,KH31,Dien thoai,Dien tu,3,761.6,2024-06-07,Nam
D04459,KH15,Laptop,Dien tu,3,1488.3,2024-04-26,Nam
D04460,KH36,Quan jean,Thoi trang,11,37.9,2024-08-29,Trung
D04461,KH30,May xay,Gia dung,7,42.8,2025-02-13,Bac
D04462,KH33,Giay the thao,Thoi trang,6,65.3,2024-12-04,Bac
D04463,KH21,Noi com dien,Gia dung,5,57.9,2024-08-18,Nam
D04464,KH02,Dien thoai,Dien tu,1,874.4,2024-08-29,Bac
D04465,KH08,Noi com dien,Gia dung,2,51.0,2025-02-08,Nam
D04466,KH20,Sach Python,Sach,3,18.6,2024-07-01,Nam
D04467,KH10,Dien thoai,Dien tu,1,727.8,2024-03-13,Nam
D04468,KH30,Quan jean,Thoi trang,1,36.5,2024-11-15,Trung
D04469,KH27,Ao thun,Thoi trang,1,13.3,2024-12-13,Trung
D04470,KH05,Noi com dien,Gia dung,9,60.0,2025-01-27,Bac
D04471,KH29,Quan jean,Thoi trang,9,37.6,2024-07-09,Nam
D04472,KH38,Sach Python,Sach,8,19.4,2024-09-19,Nam
D04473,KH26,Sach Spark,Sach,8,26.2,2025-02-04,Nam
D04474,KH13,Tai nghe,Dien tu,1,41.0,2024-06-20,Bac
D04475,KH16,Noi com dien,Gia dung,6,50.7,2024-12-21,Bac
D04476,KH33,Giay the thao,Thoi trang,5,65.1,2025-02-18,Nam
D04477,KH01,Dien thoai,Dien tu,3,829.3,2024-11-20,Bac
D04478,KH36,Quan jean,Thoi trang,3,34.4,2024-12-12,Bac
D04479,KH23,Tai nghe,Dien tu,2,44.1,2024-05-01,Bac
D04480,KH14,Laptop,Dien tu,3,1456.9,2024-06-19,Nam
D04481,KH22,Tai nghe,Dien tu,2,43.7,2024-03-16,Bac
D04482,KH32,Tai nghe,Dien tu,3,47.6,2024-09-08,Bac
D04483,KH16,Laptop,Dien tu,2,1570.1,2024-09-28,Bac
D04484,KH25,Noi com dien,Gia dung,1,57.8,2024-04-12,Nam
D04485,KH21,Ao thun,Thoi trang,5,12.5,2024-05-12,Bac
D04486,KH29,Noi com dien,Gia dung,6,54.5,2024-08-10,Nam
D04487,KH20,Dien thoai,Dien tu,3,764.7,2024-04-25,Bac
D04488,KH08,Dien thoai,Dien tu,2,780.9,2024-06-12,Trung
D04489,KH12,Tai nghe,Dien tu,3,47.9,2024-07-03,Trung
D04490,KH05,Sach Python,Sach,5,19.8,2025-01-02,Trung
D04491,KH03,Noi com dien,Gia dung,4,59.8,2024-06-18,Nam
D04492,KH34,Sach Spark,Sach,9,24.6,2024-04-22,Bac
D04493,KH34,Sach Spark,Sach,5,26.9,2024-08-24,Trung
D04494,KH11,Sach Python,Sach,1,18.7,2024-09-04,Trung
D04495,KH29,Quan jean,Thoi trang,7,31.7,2024-09-26,Bac
D04496,KH13,May xay,Gia dung,6,43.6,2024-12-22,Nam
D04497,KH22,Quan jean,Thoi trang,4,36.8,2024-08-26,Nam
D04498,KH22,Laptop,Dien tu,3,1613.9,2025-02-02,Trung
D04499,KH32,Tai nghe,Dien tu,1,40.7,2024-09-18,Trung
D04500,KH18,Sach Python,Sach,8,20.8,2024-07-15,Trung
D04501,KH10,Giay the thao,Thoi trang,1,56.5,2024-03-15,Trung
D04502,KH06,Ao thun,Thoi trang,10,12.4,2024-09-16,Nam
D04503,KH29,Noi com dien,Gia dung,2,59.0,2024-11-22,Nam
D04504,KH30,Quan jean,Thoi trang,3,34.3,2024-11-10,Nam
D04505,KH32,Sach Python,Sach,2,21.4,2025-02-17,Nam
D04506,KH22,Dien thoai,Dien tu,1,760.4,2024-04-06,Nam
D04507,KH39,Sach Python,Sach,2,19.1,2024-06-24,Nam
D04508,KH29,Quan jean,Thoi trang,6,33.0,2024-04-14,Trung
D04509,KH25,Sach Python,Sach,3,20.3,2024-10-20,Trung
D04510,KH20,May xay,Gia dung,11,41.8,2024-09-17,Nam
D04511,KH02,Laptop,Dien tu,1,1548.6,2024-08-10,Bac
D04512,KH14,Noi com dien,Gia dung,2,53.2,2024-12-25,Trung
D04513,KH16,Sach Python,Sach,7,21.2,2024-06-21,Nam
D04514,KH35,Ao thun,Thoi trang,3,12.9,2024-04-07,Bac
D04515,KH07,Dien thoai,Dien tu,3,853.1,2025-02-18,Trung
D04516,KH11,Sach Python,Sach,7,21.5,2024-09-09,Trung
D04517,KH07,Dien thoai,Dien tu,1,855.3,2024-06-05,Nam
D04518,KH32,Dien thoai,Dien tu,2,774.5,2024-09-01,Nam
D04519,KH35,Tai nghe,Dien tu,3,43.6,2024-05-06,Bac
D04520,KH26,Dien thoai,Dien tu,1,859.0,2025-02-20,Bac
D04521,KH33,May xay,Gia dung,4,41.4,2025-02-08,Nam
D04522,KH18,Laptop,Dien tu,2,1592.1,2024-03-12,Trung
D04523,KH22,Dien thoai,Dien tu,3,739.4,2024-12-14,Nam
D04524,KH26,Dien thoai,Dien tu,2,736.8,2024-11-09,Bac
D04525,KH38,Quan jean,Thoi trang,4,33.5,2024-12-01,Trung
D04526,KH33,Giay the thao,Thoi trang,7,55.2,2024-11-06,Trung
