ma_gd,ma_kh,so_tien,trang_thai,thoi_gian
GD017796,KH01224,1506000.0,THANH CONG,2026-06-10 13:15:00
GD017797,KH00315,312000.0,THANH CONG,2026-06-10 13:29:00
GD017798,KH00456,295000.0,THANH CONG,2026-06-10 13:43:00
GD017799,KH00198,169000.0,THANH CONG,2026-06-10 13:49:00
GD017800,KH01935,245000.0,THANH CONG,2026-06-10 13:53:00
GD017801,KH00865,1654000.0,THANH CONG,2026-06-10 14:11:00
GD017802,KH01274,1136000.0,THANH CONG,2026-06-10 14:13:00
GD017803,KH00735,388000.0,CHO XU LY,2026-06-10 14:34:00
GD017804,KH00823,1332000.0,THAT BAI,2026-06-10 14:40:00
GD017805,KH00261,171000.0,THANH CONG,2026-06-10 15:00:00
GD017806,KH02224,588000.0,THAT BAI,2026-06-10 15:02:00
GD017807,KH01191,1628000.0,THANH CONG,2026-06-10 15:04:00
GD017808,KH00654,294000.0,THANH CONG,2026-06-10 15:48:00
GD017809,KH00647,89000.0,THANH CONG,2026-06-10 15:52:00
GD017810,KH01079,615000.0,THANH CONG,2026-06-10 16:05:00
GD017811,KH02752,489000.0,THANH CONG,2026-06-10 16:20:00
GD017812,KH00169,464000.0,THANH CONG,2026-06-10 16:21:00
GD017813,KH00936,716000.0,THANH CONG,2026-06-10 16:54:00
GD017814,KH01379,317000.0,THANH CONG,2026-06-10 17:00:00
GD017815,KH02041,106000.0,THAT BAI,2026-06-10 17:04:00
GD017816,KH01040,132000.0,CHO XU LY,2026-06-10 17:06:00
GD017817,KH02164,1277000.0,THAT BAI,2026-06-10 17:20:00
GD017818,KH01846,2072000.0,THANH CONG,2026-06-10 17:29:00
GD017819,KH02694,710000.0,THANH CONG,2026-06-10 17:34:00
GD017820,KH01960,239000.0,THANH CONG,2026-06-10 17:52:00
GD017821,KH02198,610000.0,THANH CONG,2026-06-10 17:57:00
GD017822,KH01641,982000.0,THANH CONG,2026-06-10 18:00:00
GD017823,KH01730,193000.0,THANH CONG,2026-06-10 18:09:00
GD017824,KH01637,181000.0,CHO XU LY,2026-06-10 18:22:00
GD017825,KH00299,317000.0,THANH CONG,2026-06-10 18:29:00
GD017826,KH00496,760000.0,CHO XU LY,2026-06-10 18:34:00
GD017827,KH01042,333000.0,THANH CONG,2026-06-10 18:40:00
GD017828,KH00789,414000.0,THANH CONG,2026-06-10 18:40:00
GD017829,KH02109,1065000.0,THANH CONG,2026-06-10 18:45:00
GD017830,KH02183,1429000.0,THAT BAI,2026-06-10 18:47:00
GD017831,KH01301,357000.0,THAT BAI,2026-06-10 18:55:00
GD017832,KH01308,174000.0,THANH CONG,2026-06-10 19:07:00
GD017833,KH01077,633000.0,THAT BAI,2026-06-10 19:40:00
GD017834,KH02904,1043000.0,THAT BAI,2026-06-10 19:58:00
GD017835,KH00922,262000.0,THANH CONG,2026-06-10 20:00:00
GD017836,KH02430,646000.0,THANH CONG,2026-06-10 20:29:00
GD017837,KH00659,184000.0,THANH CONG,2026-06-10 20:56:00
GD017838,KH01375,320000.0,THAT BAI,2026-06-10 21:00:00
GD017839,KH02178,138000.0,THANH CONG,2026-06-10 21:01:00
GD017840,KH01140,988000.0,THANH CONG,2026-06-10 21:04:00
GD017841,KH02500,91000.0,THANH CONG,2026-06-10 21:06:00
GD017842,KH00068,246000.0,THANH CONG,2026-06-10 21:08:00
GD017843,KH00074,197000.0,THANH CONG,2026-06-10 21:09:00
GD017844,KH02855,332000.0,THANH CONG,2026-06-10 21:16:00
GD017845,KH01635,262000.0,THANH CONG,2026-06-10 21:19:00
GD017846,KH00914,698000.0,THANH CONG,2026-06-10 21:27:00
GD017847,KH01128,669000.0,THANH CONG,2026-06-10 21:32:00
GD017848,KH01935,384000.0,THANH CONG,2026-06-10 21:59:00
GD017849,KH00428,78000.0,THANH CONG,2026-06-10 22:23:00
GD017850,KH01796,1296000.0,THANH CONG,2026-06-10 22:38:00
GD017851,KH00534,784000.0,CHO XU LY,2026-06-10 22:55:00
GD017852,KH02775,100000.0,THANH CONG,2026-06-10 23:03:00
GD017853,KH02759,226000.0,CHO XU LY,2026-06-10 23:07:00
GD017854,KH02033,521000.0,THANH CONG,2026-06-10 23:13:00
GD017855,KH01873,790000.0,THANH CONG,2026-06-10 23:26:00
GD017856,KH01980,342000.0,THAT BAI,2026-06-10 23:54:00
GD017857,KH01545,1198000.0,THANH CONG,2026-06-10 23:55:00
GD017858,KH01473,483000.0,THANH CONG,2026-06-11 00:07:00
GD017859,KH01967,192000.0,CHO XU LY,2026-06-11 00:17:00
GD017860,KH02070,623000.0,THAT BAI,2026-06-11 00:35:00
GD017861,KH02587,586000.0,THANH CONG,2026-06-11 00:58:00
GD017862,KH01818,402000.0,THANH CONG,2026-06-11 01:00:00
GD017863,KH02049,132000.0,THANH CONG,2026-06-11 01:20:00
GD017864,KH00231,1058000.0,THANH CONG,2026-06-11 01:29:00
GD017865,KH01681,437000.0,THANH CONG,2026-06-11 01:39:00
GD017866,KH02987,479000.0,THANH CONG,2026-06-11 01:48:00
GD017867,KH00700,318000.0,THAT BAI,2026-06-11 01:56:00
GD017868,KH02023,197000.0,THAT BAI,2026-06-11 02:02:00
GD017869,KH02460,283000.0,THANH CONG,2026-06-11 02:04:00
GD017870,KH01197,604000.0,THANH CONG,2026-06-11 02:18:00
GD017871,KH00555,346000.0,THANH CONG,2026-06-11 02:26:00
GD017872,KH00127,2174000.0,THANH CONG,2026-06-11 03:13:00
GD017873,KH00721,287000.0,THANH CONG,2026-06-11 03:21:00
GD017874,KH01240,376000.0,THANH CONG,2026-06-11 03:28:00
GD017875,KH01697,620000.0,THANH CONG,2026-06-11 03:48:00
GD017876,KH02437,133000.0,THANH CONG,2026-06-11 03:56:00
GD017877,KH00944,407000.0,THANH CONG,2026-06-11 04:02:00
GD017878,KH02068,415000.0,CHO XU LY,2026-06-11 04:32:00
GD017879,KH00388,2550000.0,THANH CONG,2026-06-11 04:36:00
GD017880,KH01387,473000.0,THANH CONG,2026-06-11 05:09:00
GD017881,KH01683,44000.0,THANH CONG,2026-06-11 05:15:00
GD017882,KH01356,49000.0,THANH CONG,2026-06-11 05:35:00
GD017883,KH01132,469000.0,THANH CONG,2026-06-11 05:42:00
GD017884,KH00048,941000.0,THANH CONG,2026-06-11 05:47:00
GD017885,KH01153,1229000.0,THANH CONG,2026-06-11 06:11:00
GD017886,KH00887,900000.0,THANH CONG,2026-06-11 06:48:00
GD017887,KH01740,174000.0,THANH CONG,2026-06-11 06:54:00
GD017888,KH02852,326000.0,CHO XU LY,2026-06-11 06:55:00
GD017889,KH01547,1971000.0,THANH CONG,2026-06-11 07:05:00
GD017890,KH01565,527000.0,THANH CONG,2026-06-11 07:21:00
GD017891,KH00447,266000.0,THANH CONG,2026-06-11 07:26:00
GD017892,KH01368,177000.0,THANH CONG,2026-06-11 07:46:00
GD017893,KH02644,449000.0,THANH CONG,2026-06-11 07:58:00
GD017894,KH02311,147000.0,THANH CONG,2026-06-11 08:13:00
GD017895,KH00067,252000.0,THANH CONG,2026-06-11 08:14:00
GD017896,KH02948,155000.0,THANH CONG,2026-06-11 08:16:00
GD017897,KH00542,487000.0,THANH CONG,2026-06-11 08:50:00
GD017898,KH01911,1080000.0,THAT BAI,2026-06-11 08:54:00
GD017899,KH02436,1988000.0,THANH CONG,2026-06-11 08:55:00
GD017900,KH02139,412000.0,THANH CONG,2026-06-11 09:06:00
GD017901,KH01511,79000.0,THANH CONG,2026-06-11 09:10:00
GD017902,KH01906,215000.0,THANH CONG,2026-06-11 09:20:00
GD017903,KH00852,684000.0,THANH CONG,2026-06-11 09:28:00
GD017904,KH01084,1038000.0,THANH CONG,2026-06-11 09:44:00
GD017905,KH01219,163000.0,THANH CONG,2026-06-11 09:53:00
GD017906,KH00727,541000.0,THAT BAI,2026-06-11 10:15:00
GD017907,KH00818,389000.0,THANH CONG,2026-06-11 10:23:00
GD017908,KH02734,275000.0,THANH CONG,2026-06-11 10:29:00
GD017909,KH00824,1232000.0,THANH CONG,2026-06-11 10:59:00
GD017910,KH00655,123000.0,THANH CONG,2026-06-11 11:02:00
GD017911,KH00877,331000.0,THANH CONG,2026-06-11 11:09:00
GD017912,KH02455,232000.0,THANH CONG,2026-06-11 11:19:00
GD017913,KH02415,120000.0,THANH CONG,2026-06-11 12:19:00
GD017914,KH00641,268000.0,THANH CONG,2026-06-11 12:22:00
GD017915,KH01304,594000.0,THANH CONG,2026-06-11 12:33:00
GD017916,KH00445,576000.0,CHO XU LY,2026-06-11 12:40:00
GD017917,KH00808,687000.0,THANH CONG,2026-06-11 12:45:00
GD017918,KH00280,299000.0,THANH CONG,2026-06-11 12:45:00
GD017919,KH01881,247000.0,THAT BAI,2026-06-11 13:02:00
GD017920,KH00412,159000.0,THANH CONG,2026-06-11 13:05:00
GD017921,KH00529,118000.0,THANH CONG,2026-06-11 13:15:00
GD017922,KH02740,1289000.0,THAT BAI,2026-06-11 13:25:00
GD017923,KH00577,4778000.0,THANH CONG,2026-06-11 13:26:00
GD017924,KH00358,1083000.0,THANH CONG,2026-06-11 14:39:00
GD017925,KH02935,194000.0,THANH CONG,2026-06-11 14:41:00
GD017926,KH01207,156000.0,THANH CONG,2026-06-11 14:52:00
GD017927,KH02494,164000.0,THANH CONG,2026-06-11 15:31:00
GD017928,KH01078,58000.0,THAT BAI,2026-06-11 15:33:00
GD017929,KH01514,956000.0,THANH CONG,2026-06-11 15:41:00
GD017930,KH01853,287000.0,THANH CONG,2026-06-11 15:52:00
GD017931,KH01228,970000.0,THANH CONG,2026-06-11 16:16:00
GD017932,KH01543,526000.0,THANH CONG,2026-06-11 16:26:00
GD017933,KH00465,500000.0,THANH CONG,2026-06-11 16:44:00
GD017934,KH00589,1139000.0,THAT BAI,2026-06-11 17:10:00
GD017935,KH01221,203000.0,THAT BAI,2026-06-11 17:30:00
GD017936,KH00926,885000.0,THANH CONG,2026-06-11 17:35:00
GD017937,KH00362,104000.0,THANH CONG,2026-06-11 17:39:00
GD017938,KH00959,376000.0,THAT BAI,2026-06-11 17:50:00
GD017939,KH02244,288000.0,THAT BAI,2026-06-11 17:57:00
GD017940,KH01076,1730000.0,THAT BAI,2026-06-11 17:57:00
GD017941,KH01676,774000.0,THANH CONG,2026-06-11 17:58:00
GD017942,KH02322,154000.0,THANH CONG,2026-06-11 18:20:00
GD017943,KH00332,262000.0,THANH CONG,2026-06-11 18:22:00
GD017944,KH00259,159000.0,THANH CONG,2026-06-11 18:35:00
GD017945,KH01379,253000.0,THANH CONG,2026-06-11 18:53:00
GD017946,KH01697,167000.0,THAT BAI,2026-06-11 19:25:00
GD017947,KH02874,131000.0,THANH CONG,2026-06-11 19:28:00
GD017948,KH00035,298000.0,THANH CONG,2026-06-11 20:02:00
GD017949,KH00651,221000.0,THANH CONG,2026-06-11 20:12:00
GD017950,KH02352,378000.0,CHO XU LY,2026-06-11 20:23:00
GD017951,KH01190,220000.0,THANH CONG,2026-06-11 20:31:00
GD017952,KH00443,262000.0,THANH CONG,2026-06-11 20:53:00
GD017953,KH00215,565000.0,THANH CONG,2026-06-11 21:14:00
GD017954,KH02456,834000.0,THANH CONG,2026-06-11 21:45:00
GD017955,KH02573,2413000.0,THANH CONG,2026-06-11 22:13:00
GD017956,KH00188,194000.0,THANH CONG,2026-06-11 22:27:00
GD017957,KH02358,159000.0,THANH CONG,2026-06-11 22:45:00
GD017958,KH02519,161000.0,THANH CONG,2026-06-11 22:49:00
GD017959,KH01501,4062000.0,THANH CONG,2026-06-11 22:56:00
GD017960,KH02713,783000.0,THAT BAI,2026-06-11 22:57:00
GD017961,KH00175,343000.0,THAT BAI,2026-06-11 23:14:00
GD017962,KH01739,2074000.0,THANH CONG,2026-06-11 23:23:00
GD017963,KH01620,833000.0,CHO XU LY,2026-06-11 23:45:00
GD017964,KH02023,503000.0,THANH CONG,2026-06-12 00:21:00
GD017965,KH02763,619000.0,THANH CONG,2026-06-12 00:33:00
GD017966,KH02935,285000.0,CHO XU LY,2026-06-12 01:00:00
GD017967,KH02916,495000.0,THANH CONG,2026-06-12 01:10:00
GD017968,KH00812,754000.0,THANH CONG,2026-06-12 01:13:00
GD017969,KH01860,212000.0,THANH CONG,2026-06-12 01:19:00
GD017970,KH01035,202000.0,THANH CONG,2026-06-12 01:29:00
GD017971,KH00672,3807000.0,THANH CONG,2026-06-12 01:45:00
GD017972,KH00760,331000.0,CHO XU LY,2026-06-12 01:51:00
GD017973,KH02778,521000.0,THANH CONG,2026-06-12 02:05:00
GD017974,KH00294,230000.0,THANH CONG,2026-06-12 02:13:00
GD017975,KH01781,761000.0,THANH CONG,2026-06-12 02:22:00
GD017976,KH02996,450000.0,THANH CONG,2026-06-12 02:25:00
GD017977,KH00677,199000.0,THANH CONG,2026-06-12 02:37:00
GD017978,KH01958,260000.0,THANH CONG,2026-06-12 02:54:00
GD017979,KH01560,151000.0,THANH CONG,2026-06-12 02:55:00
GD017980,KH02899,1065000.0,THANH CONG,2026-06-12 03:12:00
GD017981,KH00850,403000.0,THANH CONG,2026-06-12 03:26:00
GD017982,KH01614,531000.0,THANH CONG,2026-06-12 03:54:00
GD017983,KH02583,178000.0,THAT BAI,2026-06-12 03:59:00
GD017984,KH02213,153000.0,THANH CONG,2026-06-12 04:01:00
GD017985,KH01132,219000.0,THANH CONG,2026-06-12 04:08:00
GD017986,KH02487,143000.0,THANH CONG,2026-06-12 04:15:00
GD017987,KH01203,1446000.0,THAT BAI,2026-06-12 04:35:00
GD017988,KH02192,294000.0,THANH CONG,2026-06-12 04:36:00
GD017989,KH01701,1199000.0,THANH CONG,2026-06-12 04:37:00
GD017990,KH01202,1679000.0,THAT BAI,2026-06-12 04:49:00
GD017991,KH00897,274000.0,THAT BAI,2026-06-12 05:00:00
GD017992,KH02950,272000.0,THANH CONG,2026-06-12 05:13:00
GD017993,KH00739,825000.0,THANH CONG,2026-06-12 06:24:00
GD017994,KH01780,291000.0,THANH CONG,2026-06-12 06:32:00
GD017995,KH00479,400000.0,THANH CONG,2026-06-12 06:33:00
GD017996,KH00811,286000.0,CHO XU LY,2026-06-12 06:40:00
GD017997,KH02270,1153000.0,THAT BAI,2026-06-12 06:48:00
GD017998,KH00631,140000.0,THANH CONG,2026-06-12 07:04:00
GD017999,KH00874,625000.0,THANH CONG,2026-06-12 07:55:00
GD018000,KH01927,298000.0,CHO XU LY,2026-06-12 09:02:00
GD018001,KH02168,2825000.0,THANH CONG,2026-06-12 09:10:00
GD018002,KH02618,299000.0,THANH CONG,2026-06-12 09:31:00
GD018003,KH02485,619000.0,CHO XU LY,2026-06-12 09:32:00
GD018004,KH02176,506000.0,THANH CONG,2026-06-12 09:32:00
GD018005,KH02851,973000.0,THANH CONG,2026-06-12 09:42:00
GD018006,KH00925,688000.0,THANH CONG,2026-06-12 09:43:00
GD018007,KH01187,711000.0,THANH CONG,2026-06-12 09:48:00
GD018008,KH01642,1562000.0,THANH CONG,2026-06-12 09:51:00
GD018009,KH02392,1084000.0,THANH CONG,2026-06-12 10:02:00
GD018010,KH01590,74000.0,THANH CONG,2026-06-12 10:22:00
GD018011,KH02784,487000.0,THANH CONG,2026-06-12 10:28:00
GD018012,KH02780,332000.0,THANH CONG,2026-06-12 10:48:00
GD018013,KH02195,1146000.0,THANH CONG,2026-06-12 10:50:00
GD018014,KH02106,1309000.0,THANH CONG,2026-06-12 10:53:00
GD018015,KH01744,1060000.0,THAT BAI,2026-06-12 11:05:00
GD018016,KH00380,586000.0,THANH CONG,2026-06-12 11:25:00
GD018017,KH00964,1137000.0,THAT BAI,2026-06-12 11:40:00
GD018018,KH00320,497000.0,THANH CONG,2026-06-12 11:48:00
GD018019,KH00943,592000.0,THANH CONG,2026-06-12 11:49:00
GD018020,KH02885,231000.0,THANH CONG,2026-06-12 12:00:00
GD018021,KH00073,434000.0,THANH CONG,2026-06-12 12:04:00
GD018022,KH01818,1549000.0,THANH CONG,2026-06-12 12:11:00
GD018023,KH00283,716000.0,THANH CONG,2026-06-12 12:14:00
GD018024,KH02885,720000.0,THAT BAI,2026-06-12 12:21:00
GD018025,KH01980,831000.0,THAT BAI,2026-06-12 12:54:00
GD018026,KH01408,929000.0,THANH CONG,2026-06-12 13:27:00
GD018027,KH01671,863000.0,THANH CONG,2026-06-12 13:37:00
GD018028,KH00113,820000.0,THANH CONG,2026-06-12 13:57:00
GD018029,KH00122,625000.0,THAT BAI,2026-06-12 13:59:00
GD018030,KH01336,102000.0,THANH CONG,2026-06-12 14:17:00
GD018031,KH02271,206000.0,THANH CONG,2026-06-12 14:23:00
GD018032,KH00906,1213000.0,THANH CONG,2026-06-12 14:34:00
GD018033,KH01653,953000.0,THANH CONG,2026-06-12 14:58:00
GD018034,KH01887,2267000.0,CHO XU LY,2026-06-12 15:04:00
GD018035,KH02112,227000.0,THANH CONG,2026-06-12 15:08:00
GD018036,KH00638,676000.0,THANH CONG,2026-06-12 15:13:00
GD018037,KH00562,188000.0,THANH CONG,2026-06-12 15:27:00
GD018038,KH02524,1147000.0,THANH CONG,2026-06-12 15:33:00
GD018039,KH01540,943000.0,THANH CONG,2026-06-12 15:40:00
GD018040,KH02953,217000.0,THANH CONG,2026-06-12 15:47:00
GD018041,KH00344,1222000.0,THANH CONG,2026-06-12 15:57:00
GD018042,KH01753,326000.0,THAT BAI,2026-06-12 16:36:00
GD018043,KH00323,174000.0,THANH CONG,2026-06-12 16:54:00
GD018044,KH00590,857000.0,THANH CONG,2026-06-12 17:06:00
GD018045,KH01488,252000.0,CHO XU LY,2026-06-12 17:12:00
GD018046,KH01271,509000.0,THANH CONG,2026-06-12 17:14:00
GD018047,KH02594,454000.0,THANH CONG,2026-06-12 17:34:00
GD018048,KH02273,100000.0,THAT BAI,2026-06-12 17:35:00
GD018049,KH01253,826000.0,THAT BAI,2026-06-12 17:37:00
GD018050,KH00123,185000.0,THANH CONG,2026-06-12 17:45:00
GD018051,KH01436,91000.0,THANH CONG,2026-06-12 17:56:00
GD018052,KH01992,738000.0,THANH CONG,2026-06-12 18:02:00
GD018053,KH02280,491000.0,THANH CONG,2026-06-12 18:31:00
GD018054,KH02540,262000.0,THANH CONG,2026-06-12 18:35:00
GD018055,KH02156,343000.0,THANH CONG,2026-06-12 18:35:00
GD018056,KH01314,83000.0,THANH CONG,2026-06-12 18:38:00
GD018057,KH01769,425000.0,THANH CONG,2026-06-12 18:53:00
GD018058,KH01041,175000.0,THANH CONG,2026-06-12 18:58:00
GD018059,KH02308,821000.0,THANH CONG,2026-06-12 18:58:00
GD018060,KH01942,532000.0,THANH CONG,2026-06-12 19:09:00
GD018061,KH01310,379000.0,THANH CONG,2026-06-12 19:42:00
GD018062,KH00673,264000.0,THANH CONG,2026-06-12 19:48:00
GD018063,KH02784,219000.0,THANH CONG,2026-06-12 20:04:00
GD018064,KH00197,596000.0,THANH CONG,2026-06-12 20:24:00
GD018065,KH02216,852000.0,THANH CONG,2026-06-12 20:29:00
GD018066,KH00968,200000.0,THANH CONG,2026-06-12 20:37:00
GD018067,KH01002,223000.0,THANH CONG,2026-06-12 20:59:00
GD018068,KH01572,1217000.0,THANH CONG,2026-06-12 21:06:00
GD018069,KH01255,563000.0,THANH CONG,2026-06-12 21:06:00
GD018070,KH00771,744000.0,CHO XU LY,2026-06-12 21:23:00
GD018071,KH01739,183000.0,THANH CONG,2026-06-12 21:27:00
GD018072,KH00379,122000.0,THANH CONG,2026-06-12 21:27:00
GD018073,KH02966,798000.0,THANH CONG,2026-06-12 21:48:00
GD018074,KH02028,502000.0,THANH CONG,2026-06-12 21:51:00
GD018075,KH00415,571000.0,THANH CONG,2026-06-12 21:51:00
GD018076,KH01803,624000.0,THANH CONG,2026-06-12 21:54:00
GD018077,KH02466,727000.0,THANH CONG,2026-06-12 21:57:00
GD018078,KH00281,236000.0,THANH CONG,2026-06-12 22:14:00
GD018079,KH01521,1074000.0,THAT BAI,2026-06-12 22:29:00
GD018080,KH01081,815000.0,THANH CONG,2026-06-12 22:30:00
GD018081,KH00657,726000.0,THAT BAI,2026-06-12 22:32:00
GD018082,KH02851,6065000.0,THANH CONG,2026-06-12 22:56:00
GD018083,KH01381,1505000.0,THANH CONG,2026-06-12 23:16:00
GD018084,KH01032,208000.0,THANH CONG,2026-06-12 23:38:00
GD018085,KH00359,305000.0,CHO XU LY,2026-06-12 23:53:00
GD018086,KH01591,756000.0,THANH CONG,2026-06-13 00:04:00
GD018087,KH01470,229000.0,THANH CONG,2026-06-13 00:10:00
GD018088,KH00653,793000.0,THANH CONG,2026-06-13 00:14:00
GD018089,KH01147,121000.0,THANH CONG,2026-06-13 00:19:00
GD018090,KH01746,2036000.0,THANH CONG,2026-06-13 00:24:00
GD018091,KH02373,811000.0,THANH CONG,2026-06-13 00:43:00
GD018092,KH00085,1030000.0,THANH CONG,2026-06-13 01:00:00
GD018093,KH01987,223000.0,THAT BAI,2026-06-13 01:03:00
GD018094,KH02821,784000.0,THANH CONG,2026-06-13 01:04:00
GD018095,KH02973,220000.0,THANH CONG,2026-06-13 01:35:00
GD018096,KH02973,662000.0,THANH CONG,2026-06-13 01:44:00
GD018097,KH01210,303000.0,CHO XU LY,2026-06-13 01:45:00
GD018098,KH01934,412000.0,THAT BAI,2026-06-13 01:50:00
GD018099,KH00749,161000.0,THANH CONG,2026-06-13 01:51:00
GD018100,KH00051,2034000.0,THANH CONG,2026-06-13 01:51:00
GD018101,KH00588,1281000.0,CHO XU LY,2026-06-13 01:54:00
GD018102,KH00981,156000.0,THANH CONG,2026-06-13 01:57:00
GD018103,KH02608,564000.0,THANH CONG,2026-06-13 02:29:00
GD018104,KH01456,1006000.0,THANH CONG,2026-06-13 03:21:00
GD018105,KH00790,312000.0,THANH CONG,2026-06-13 03:28:00
GD018106,KH01110,2864000.0,THANH CONG,2026-06-13 03:31:00
GD018107,KH02459,4305000.0,THANH CONG,2026-06-13 03:41:00
GD018108,KH01179,1535000.0,THANH CONG,2026-06-13 04:18:00
GD018109,KH01039,504000.0,THANH CONG,2026-06-13 04:20:00
GD018110,KH00560,814000.0,THANH CONG,2026-06-13 04:33:00
GD018111,KH01095,503000.0,THANH CONG,2026-06-13 05:15:00
GD018112,KH01703,237000.0,THANH CONG,2026-06-13 05:33:00
GD018113,KH00668,1288000.0,THANH CONG,2026-06-13 05:45:00
GD018114,KH00261,953000.0,THANH CONG,2026-06-13 06:03:00
GD018115,KH01653,625000.0,THAT BAI,2026-06-13 06:04:00
GD018116,KH00192,306000.0,THANH CONG,2026-06-13 06:56:00
GD018117,KH01319,583000.0,THANH CONG,2026-06-13 07:05:00
GD018118,KH01905,953000.0,CHO XU LY,2026-06-13 07:26:00
GD018119,KH02795,411000.0,THANH CONG,2026-06-13 07:33:00
GD018120,KH00413,140000.0,THANH CONG,2026-06-13 07:44:00
GD018121,KH02070,504000.0,THAT BAI,2026-06-13 07:55:00
GD018122,KH00149,1496000.0,THANH CONG,2026-06-13 08:08:00
GD018123,KH02342,326000.0,THAT BAI,2026-06-13 08:15:00
GD018124,KH02351,414000.0,THANH CONG,2026-06-13 08:22:00
GD018125,KH02220,1391000.0,THANH CONG,2026-06-13 08:26:00
GD018126,KH01706,348000.0,THANH CONG,2026-06-13 08:29:00
GD018127,KH00385,82000.0,THANH CONG,2026-06-13 08:42:00
GD018128,KH02212,1072000.0,THANH CONG,2026-06-13 08:53:00
GD018129,KH02304,232000.0,CHO XU LY,2026-06-13 09:02:00
GD018130,KH01303,457000.0,THANH CONG,2026-06-13 09:04:00
GD018131,KH01610,395000.0,THANH CONG,2026-06-13 09:13:00
GD018132,KH02939,139000.0,THANH CONG,2026-06-13 09:24:00
GD018133,KH01183,96000.0,THANH CONG,2026-06-13 09:47:00
GD018134,KH01921,504000.0,THANH CONG,2026-06-13 09:53:00
GD018135,KH01378,323000.0,THANH CONG,2026-06-13 09:53:00
GD018136,KH01722,1046000.0,THANH CONG,2026-06-13 10:00:00
GD018137,KH02898,309000.0,THANH CONG,2026-06-13 10:01:00
GD018138,KH01458,101000.0,CHO XU LY,2026-06-13 10:32:00
GD018139,KH02877,934000.0,THANH CONG,2026-06-13 10:43:00
GD018140,KH02766,2300000.0,THANH CONG,2026-06-13 10:51:00
GD018141,KH01899,3492000.0,THANH CONG,2026-06-13 12:30:00
GD018142,KH02049,1150000.0,THANH CONG,2026-06-13 13:08:00
GD018143,KH01235,454000.0,THANH CONG,2026-06-13 13:09:00
GD018144,KH01150,1561000.0,THANH CONG,2026-06-13 13:52:00
GD018145,KH00565,247000.0,THANH CONG,2026-06-13 14:18:00
GD018146,KH02084,173000.0,THANH CONG,2026-06-13 14:32:00
GD018147,KH02991,89000.0,THANH CONG,2026-06-13 14:41:00
GD018148,KH01173,310000.0,THAT BAI,2026-06-13 14:56:00
GD018149,KH02343,638000.0,THANH CONG,2026-06-13 15:04:00
GD018150,KH01873,1624000.0,THANH CONG,2026-06-13 15:11:00
GD018151,KH00253,564000.0,THANH CONG,2026-06-13 15:34:00
GD018152,KH01330,579000.0,THANH CONG,2026-06-13 16:10:00
GD018153,KH02153,722000.0,THANH CONG,2026-06-13 16:13:00
GD018154,KH01160,592000.0,THAT BAI,2026-06-13 16:19:00
GD018155,KH00113,586000.0,THANH CONG,2026-06-13 16:31:00
GD018156,KH01287,1467000.0,THANH CONG,2026-06-13 16:50:00
GD018157,KH01836,164000.0,THANH CONG,2026-06-13 17:06:00
GD018158,KH01827,1039000.0,THANH CONG,2026-06-13 17:09:00
GD018159,KH01954,240000.0,THANH CONG,2026-06-13 17:17:00
GD018160,KH01182,117000.0,THANH CONG,2026-06-13 17:20:00
GD018161,KH02428,511000.0,THANH CONG,2026-06-13 17:22:00
GD018162,KH00016,407000.0,THANH CONG,2026-06-13 18:02:00
GD018163,KH01527,1198000.0,THAT BAI,2026-06-13 18:03:00
GD018164,KH01085,937000.0,THANH CONG,2026-06-13 18:31:00
GD018165,KH02978,579000.0,THANH CONG,2026-06-13 18:42:00
GD018166,KH02803,223000.0,THANH CONG,2026-06-13 18:55:00
GD018167,KH00939,1480000.0,THANH CONG,2026-06-13 18:58:00
GD018168,KH00630,479000.0,THANH CONG,2026-06-13 19:01:00
GD018169,KH02631,374000.0,THANH CONG,2026-06-13 19:04:00
GD018170,KH00781,244000.0,THANH CONG,2026-06-13 19:24:00
GD018171,KH00602,451000.0,THANH CONG,2026-06-13 20:01:00
GD018172,KH01722,166000.0,THANH CONG,2026-06-13 20:06:00
GD018173,KH01928,361000.0,THANH CONG,2026-06-13 20:21:00
GD018174,KH00997,494000.0,THANH CONG,2026-06-13 20:28:00
GD018175,KH02561,162000.0,THANH CONG,2026-06-13 20:40:00
GD018176,KH00813,473000.0,CHO XU LY,2026-06-13 20:43:00
GD018177,KH00013,173000.0,THANH CONG,2026-06-13 21:09:00
GD018178,KH02620,245000.0,THANH CONG,2026-06-13 21:20:00
GD018179,KH01857,689000.0,THANH CONG,2026-06-13 21:44:00
GD018180,KH02253,461000.0,THAT BAI,2026-06-13 22:04:00
GD018181,KH01810,771000.0,THANH CONG,2026-06-13 22:06:00
GD018182,KH00748,247000.0,THANH CONG,2026-06-13 22:13:00
GD018183,KH02962,2405000.0,THANH CONG,2026-06-13 22:14:00
GD018184,KH01361,814000.0,THANH CONG,2026-06-13 22:17:00
GD018185,KH02251,213000.0,THANH CONG,2026-06-13 22:17:00
GD018186,KH02717,939000.0,THAT BAI,2026-06-13 22:27:00
GD018187,KH00420,150000.0,THANH CONG,2026-06-13 22:46:00
GD018188,KH01780,994000.0,THANH CONG,2026-06-13 22:54:00
GD018189,KH01900,686000.0,THANH CONG,2026-06-13 23:12:00
GD018190,KH02352,1044000.0,THANH CONG,2026-06-13 23:25:00
GD018191,KH01587,96000.0,THANH CONG,2026-06-13 23:35:00
