so_bao_danh,ma_tinh,diem_toan,diem_van,diem_anh
27002327,27,7.5,5.75,6.25
45002328,45,6.25,6.75,6.75
38002329,38,5.25,8.0,9.0
45002330,45,3.75,6.75,5.5
04002331,04,6.0,6.75,6.25
14002332,14,5.5,7.25,5.5
09002333,09,8.5,4.5,6.0
32002334,32,7.5,8.25,7.75
32002335,32,7.0,7.5,6.25
21002336,21,7.5,5.75,6.5
19002337,19,5.5,5.5,4.0
18002338,18,7.0,4.75,1.75
38002339,38,5.75,6.5,7.0
27002340,27,7.5,8.75,6.25
39002341,39,4.25,5.75,7.25
42002342,42,6.25,4.75,5.5
50002343,50,7.25,7.5,7.0
51002344,51,7.25,7.75,4.5
29002345,29,4.75,8.75,3.75
05002346,05,5.0,8.0,3.25
12002347,12,6.75,7.5,5.5
16002348,16,4.25,9.0,5.0
01002349,01,6.25,7.5,7.0
51002350,51,6.75,8.0,7.25
08002351,08,7.5,7.5,9.5
30002352,30,6.25,6.5,4.75
58002353,58,3.5,7.5,5.5
52002354,52,5.5,6.75,3.75
42002355,42,3.75,6.25,5.75
28002356,28,3.5,4.5,6.25
50002357,50,4.25,5.25,7.25
35002358,35,6.25,7.0,4.0
18002359,18,4.25,6.75,6.0
26002360,26,7.5,5.75,2.5
47002361,47,6.0,4.5,4.0
51002362,51,4.5,9.0,3.5
58002363,58,5.5,6.5,6.5
28002364,28,9.25,7.25,4.75
37002365,37,4.5,6.25,4.0
36002366,36,7.0,7.0,5.75
17002367,17,5.75,9.25,5.25
18002368,18,4.5,5.0,8.25
26002369,26,7.0,7.25,6.75
50002370,50,9.25,7.25,8.5
07002371,07,8.25,6.75,8.0
36002372,36,8.5,5.0,9.0
05002373,05,5.25,5.0,6.75
51002374,51,3.0,8.0,8.75
45002375,45,6.5,5.5,8.25
47002376,47,7.5,7.5,6.75
44002377,44,6.25,5.75,1.75
55002378,55,5.0,8.5,8.5
37002379,37,4.75,7.0,7.25
11002380,11,5.75,7.5,7.25
54002381,54,6.25,7.5,6.25
63002382,63,3.5,8.75,10.0
58002383,58,6.5,6.25,5.25
34002384,34,4.75,6.75,5.5
59002385,59,9.0,7.5,6.0
33002386,33,4.5,8.75,8.75
09002387,09,6.5,4.75,6.75
11002388,11,5.75,8.25,5.0
56002389,56,7.5,5.5,5.75
63002390,63,6.5,6.25,2.5
13002391,13,8.25,6.75,7.75
16002392,16,5.25,7.75,7.0
09002393,09,7.75,8.0,3.5
46002394,46,4.75,9.5,6.75
44002395,44,5.0,7.5,10.0
19002396,19,6.5,8.25,6.75
34002397,34,5.5,6.5,5.25
15002398,15,6.75,6.0,7.5
04002399,04,6.75,6.0,2.25
02002400,02,4.75,6.0,7.0
44002401,44,3.5,5.75,4.0
20002402,20,7.5,6.0,6.25
25002403,25,5.25,8.75,6.5
53002404,53,5.25,6.25,8.0
63002405,63,6.5,4.0,5.25
27002406,27,8.0,6.75,6.25
40002407,40,5.25,5.75,6.25
49002408,49,4.5,4.75,6.5
62002409,62,7.0,8.5,2.5
47002410,47,7.75,6.75,9.25
37002411,37,6.0,8.25,3.0
36002412,36,9.25,6.75,4.75
45002413,45,7.0,7.25,6.75
45002414,45,5.75,4.75,4.0
36002415,36,4.25,7.0,4.5
10002416,10,6.5,5.5,5.25
29002417,29,7.5,8.0,8.0
16002418,16,7.75,9.5,5.0
38002419,38,4.25,6.25,5.25
14002420,14,9.0,5.75,7.75
42002421,42,6.5,5.0,5.5
13002422,13,6.5,8.5,7.25
39002423,39,4.5,6.25,6.5
52002424,52,8.75,7.75,3.75
28002425,28,5.25,6.0,9.25
31002426,31,6.5,8.25,5.25
06002427,06,6.25,7.0,4.25
33002428,33,6.75,6.75,7.0
08002429,08,8.5,7.0,5.25
28002430,28,7.75,6.25,3.25
54002431,54,6.0,6.75,4.0
42002432,42,6.0,7.25,2.5
27002433,27,5.25,7.75,6.5
24002434,24,5.75,5.25,6.5
28002435,28,6.0,6.75,6.5
58002436,58,7.75,6.25,3.75
22002437,22,6.75,5.75,6.25
13002438,13,6.0,6.5,4.25
27002439,27,6.25,4.75,4.25
34002440,34,6.75,6.5,5.75
25002441,25,4.5,5.5,5.75
38002442,38,9.75,6.25,8.0
01002443,01,6.75,5.5,5.75
11002444,11,6.5,4.5,6.25
41002445,41,7.0,6.25,7.0
03002446,03,10.0,9.0,6.0
58002447,58,9.0,6.75,3.5
61002448,61,5.75,6.25,5.5
49002449,49,7.75,6.25,6.0
08002450,08,5.75,7.75,5.75
56002451,56,3.25,8.5,9.5
52002452,52,8.0,6.75,3.5
60002453,60,6.75,8.0,4.5
05002454,05,8.0,5.0,5.75
61002455,61,5.25,7.0,6.75
51002456,51,9.0,4.25,8.75
10002457,10,3.5,6.5,5.5
63002458,63,6.75,5.75,6.75
23002459,23,6.25,5.0,5.5
13002460,13,6.0,6.5,9.0
53002461,53,9.0,7.5,8.5
43002462,43,6.75,7.0,1.75
53002463,53,4.75,7.75,4.25
34002464,34,7.5,7.0,5.5
19002465,19,5.5,7.25,7.5
55002466,55,4.25,6.25,5.5
17002467,17,8.75,5.75,6.0
58002468,58,5.25,6.0,5.0
23002469,23,6.5,8.25,4.5
17002470,17,7.25,6.0,5.5
12002471,12,7.5,7.5,7.5
22002472,22,8.0,8.5,7.75
06002473,06,5.0,6.5,5.0
39002474,39,5.25,7.75,10.0
11002475,11,5.75,7.25,6.5
56002476,56,5.75,8.0,4.75
52002477,52,8.25,6.5,8.25
33002478,33,9.25,4.75,8.0
31002479,31,6.25,7.5,5.5
63002480,63,6.25,7.0,5.0
34002481,34,9.0,6.25,3.5
13002482,13,6.0,7.75,6.5
40002483,40,7.25,6.25,4.75
34002484,34,7.75,5.0,6.0
38002485,38,4.5,6.25,7.5
57002486,57,7.0,7.5,8.0
56002487,56,9.75,6.5,5.25
57002488,57,9.5,6.0,5.5
34002489,34,7.25,6.0,8.0
01002490,01,5.75,6.25,5.0
21002491,21,4.5,7.75,5.75
40002492,40,5.75,7.0,6.75
30002493,30,4.5,5.0,5.0
01002494,01,7.5,5.5,8.0
48002495,48,9.25,5.75,5.75
21002496,21,6.0,8.0,4.0
06002497,06,6.0,7.75,7.5
18002498,18,9.0,4.25,7.0
05002499,05,3.5,6.5,6.75
27002500,27,8.5,7.5,3.5
09002501,09,6.5,6.75,6.25
53002502,53,7.75,5.75,6.0
14002503,14,7.0,6.25,6.0
48002504,48,4.25,4.75,5.25
10002505,10,5.5,6.0,6.5
16002506,16,6.25,6.75,4.25
46002507,46,5.5,6.5,2.5
45002508,45,8.25,6.25,7.0
58002509,58,5.75,9.25,5.0
26002510,26,7.75,7.5,5.0
26002511,26,9.0,6.75,4.5
24002512,24,6.0,8.0,8.5
42002513,42,5.5,8.25,9.75
53002514,53,9.5,6.75,6.75
09002515,09,7.75,7.25,8.75
21002516,21,6.0,5.5,3.75
26002517,26,9.25,7.5,5.25
06002518,06,5.5,8.75,3.5
48002519,48,5.0,6.25,5.0
09002520,09,5.0,8.0,6.25
01002521,01,7.25,7.75,4.25
38002522,38,7.25,5.0,6.75
35002523,35,5.5,7.5,7.0
06002524,06,8.0,7.0,6.25
11002525,11,8.0,6.5,3.5
11002526,11,5.75,7.0,4.0
38002527,38,8.5,6.5,7.75
56002528,56,7.5,6.5,6.0
14002529,14,5.5,9.0,2.0
18002530,18,6.0,10.0,7.0
27002531,27,5.75,5.75,1.75
20002532,20,8.25,6.25,2.75
24002533,24,5.75,5.5,6.25
29002534,29,7.0,5.75,3.5
12002535,12,3.5,5.0,8.5
46002536,46,8.75,6.25,3.5
44002537,44,5.5,5.75,6.75
54002538,54,3.5,5.25,5.25
38002539,38,5.75,4.25,3.5
10002540,10,5.75,8.75,6.0
40002541,40,7.25,6.0,0.25
48002542,48,3.75,6.5,6.0
46002543,46,5.5,6.75,6.75
58002544,58,6.75,7.5,7.25
25002545,25,7.75,8.0,6.25
13002546,13,5.0,7.0,6.25
49002547,49,3.75,8.5,9.5
56002548,56,3.5,5.5,5.75
61002549,61,8.75,5.25,7.5
23002550,23,3.5,6.25,4.25
43002551,43,5.5,4.75,1.5
37002552,37,4.75,8.25,4.25
21002553,21,7.5,6.75,3.25
03002554,03,6.0,7.0,6.25
12002555,12,6.25,9.25,5.5
02002556,02,6.75,7.75,4.5
23002557,23,5.75,6.25,6.75
01002558,01,4.0,7.5,6.5
31002559,31,7.5,8.5,7.25
27002560,27,8.25,7.75,7.75
54002561,54,7.75,5.75,7.5
39002562,39,6.0,8.0,5.75
44002563,44,5.5,5.25,3.5
18002564,18,8.75,4.5,8.0
40002565,40,6.0,7.5,5.5
33002566,33,5.25,9.75,4.75
12002567,12,7.5,7.0,5.75
42002568,42,3.5,10.0,6.75
10002569,10,4.75,7.0,9.25
25002570,25,7.25,6.5,6.5
09002571,09,7.5,5.5,7.75
05002572,05,3.5,8.75,2.0
23002573,23,6.75,6.75,3.5
61002574,61,7.25,9.0,5.75
27002575,27,3.75,8.5,8.25
08002576,08,8.75,5.25,6.75
14002577,14,4.25,6.5,6.75
13002578,13,8.0,8.0,6.25
22002579,22,5.25,7.75,8.25
62002580,62,6.25,8.75,6.75
46002581,46,3.75,6.25,8.75
42002582,42,5.25,6.25,2.5
48002583,48,5.0,4.25,4.5
55002584,55,5.75,7.0,7.5
06002585,06,2.75,8.0,7.0
56002586,56,6.5,7.0,4.0
08002587,08,4.0,7.0,2.5
18002588,18,7.25,7.25,9.0
05002589,05,8.75,4.25,6.25
36002590,36,8.0,6.25,9.0
08002591,08,7.25,8.0,2.25
04002592,04,5.25,6.25,8.5
30002593,30,3.25,6.25,4.5
24002594,24,5.5,8.0,5.25
20002595,20,7.75,7.5,7.75
38002596,38,6.5,5.25,4.5
11002597,11,9.0,6.5,5.0
38002598,38,4.0,8.25,4.25
47002599,47,4.0,7.0,2.5
36002600,36,8.0,6.75,5.0
47002601,47,5.25,7.0,5.0
55002602,55,5.75,6.0,7.25
61002603,61,3.5,5.75,9.25
13002604,13,5.75,8.0,6.75
55002605,55,5.25,5.0,3.75
02002606,02,7.25,6.75,6.25
22002607,22,7.25,8.0,2.5
44002608,44,5.75,6.75,8.0
62002609,62,6.75,7.0,10.0
38002610,38,8.0,7.5,4.5
25002611,25,6.75,9.5,2.25
01002612,01,6.5,6.25,5.5
19002613,19,4.0,5.0,5.25
34002614,34,8.25,4.75,7.0
36002615,36,5.75,3.75,6.25
24002616,24,5.5,8.5,5.0
19002617,19,6.0,3.75,5.0
06002618,06,4.0,6.75,6.0
63002619,63,4.0,7.75,4.25
59002620,59,4.5,6.5,9.5
61002621,61,8.75,8.0,6.25
16002622,16,4.75,10.0,7.0
33002623,33,5.5,5.75,4.0
25002624,25,6.75,5.0,8.25
53002625,53,3.25,8.25,3.75
38002626,38,7.5,6.25,6.0
54002627,54,1.75,5.5,5.0
06002628,06,5.5,7.25,4.0
12002629,12,6.5,5.75,0.0
11002630,11,4.0,5.75,3.75
24002631,24,6.5,7.0,9.75
13002632,13,8.25,7.25,4.5
19002633,19,5.25,8.0,6.5
52002634,52,5.0,6.75,9.25
02002635,02,7.75,4.75,4.0
14002636,14,10.0,5.0,3.25
46002637,46,5.5,7.25,6.75
51002638,51,5.5,5.75,6.5
53002639,53,5.25,6.75,5.0
20002640,20,8.0,10.0,6.0
03002641,03,7.75,6.0,3.75
28002642,28,4.5,7.5,7.0
30002643,30,5.0,5.0,1.75
27002644,27,4.75,9.75,6.25
24002645,24,7.25,7.25,5.75
31002646,31,5.25,6.25,5.75
38002647,38,8.75,6.0,9.25
33002648,33,4.75,8.25,4.5
55002649,55,2.75,8.25,6.5
12002650,12,7.0,8.5,6.5
06002651,06,5.75,6.75,4.75
56002652,56,5.75,5.75,7.0
32002653,32,6.25,7.25,5.0
53002654,53,6.75,6.5,8.75
29002655,29,5.75,6.75,9.0
53002656,53,6.5,6.0,6.0
14002657,14,6.5,7.25,6.5
57002658,57,6.25,6.25,3.75
01002659,01,7.25,6.25,3.25
24002660,24,10.0,8.5,4.5
38002661,38,5.5,5.75,5.5
01002662,01,8.0,5.75,2.5
45002663,45,7.25,7.75,5.5
42002664,42,7.0,7.25,4.5
27002665,27,5.0,5.5,4.75
22002666,22,5.5,5.75,8.0
04002667,04,6.5,6.5,4.0
02002668,02,6.25,4.75,7.0
05002669,05,7.25,5.0,4.25
06002670,06,6.0,7.75,5.0
50002671,50,7.25,6.25,7.0
50002672,50,5.5,8.25,5.25
11002673,11,6.25,6.75,4.0
37002674,37,6.25,5.0,4.5
56002675,56,5.5,7.0,5.0
44002676,44,5.0,7.5,3.5
16002677,16,8.25,6.75,4.5
28002678,28,7.5,4.0,3.75
45002679,45,6.75,6.0,6.75
21002680,21,7.0,5.25,4.75
60002681,60,4.25,5.0,6.0
08002682,08,5.75,4.5,1.75
62002683,62,7.5,7.5,6.0
01002684,01,3.0,6.5,3.75
04002685,04,7.25,7.5,3.0
03002686,03,6.25,8.5,6.0
28002687,28,8.0,5.5,9.5
33002688,33,5.75,9.25,5.5
34002689,34,4.25,5.5,3.0
59002690,59,5.0,6.25,7.5
05002691,05,7.5,7.0,5.25
53002692,53,8.0,8.5,6.5
01002693,01,3.25,6.5,4.25
46002694,46,7.5,6.25,7.5
63002695,63,6.75,4.75,5.25
63002696,63,3.75,6.25,8.25
49002697,49,6.25,5.5,4.5
25002698,25,8.75,5.0,9.25
61002699,61,5.5,7.75,5.25
09002700,09,6.75,8.25,5.5
21002701,21,8.5,8.0,4.75
16002702,16,8.25,6.0,6.0
01002703,01,7.0,6.25,9.0
06002704,06,8.75,7.5,4.0
39002705,39,7.0,5.5,6.25
44002706,44,5.5,6.5,2.75
34002707,34,7.25,5.5,5.5
20002708,20,7.25,8.25,6.75
41002709,41,7.75,8.0,9.0
56002710,56,6.0,8.0,2.5
26002711,26,6.5,8.0,6.25
45002712,45,6.25,9.5,5.0
13002713,13,4.75,5.25,7.25
15002714,15,5.75,7.25,5.25
10002715,10,9.25,5.5,8.75
24002716,24,7.25,7.0,4.5
11002717,11,4.75,6.5,0.75
57002718,57,7.0,8.5,5.0
40002719,40,6.0,6.5,6.75
49002720,49,6.0,7.25,3.75
16002721,16,5.0,7.25,4.0
10002722,10,7.25,8.25,5.75
23002723,23,7.75,6.0,5.5
57002724,57,7.75,5.5,5.75
31002725,31,4.5,8.0,7.25
61002726,61,7.75,6.75,5.25
17002727,17,4.25,5.0,3.25
12002728,12,8.0,8.0,4.75
04002729,04,7.5,8.0,8.75
42002730,42,5.5,6.25,6.75
19002731,19,5.0,6.25,8.0
01002732,01,6.5,8.5,6.75
50002733,50,7.5,8.25,4.25
34002734,34,5.25,6.75,5.75
50002735,50,7.25,5.75,3.25
02002736,02,6.25,7.25,4.0
40002737,40,8.25,6.5,5.75
35002738,35,6.0,6.5,3.25
28002739,28,6.25,6.5,8.0
18002740,18,3.5,5.75,7.0
08002741,08,7.5,6.0,3.5
56002742,56,5.75,7.0,6.0
60002743,60,8.75,6.25,6.5
57002744,57,9.5,6.75,8.75
10002745,10,5.5,6.0,5.25
42002746,42,4.5,4.5,8.75
13002747,13,4.25,8.5,5.75
50002748,50,8.75,6.25,6.5
60002749,60,5.0,3.5,2.25
63002750,63,5.0,9.75,7.75
33002751,33,6.0,6.25,1.75
55002752,55,6.0,5.0,8.75
15002753,15,6.0,7.0,4.75
15002754,15,6.75,4.5,0.75
63002755,63,7.5,4.75,3.0
61002756,61,5.5,6.0,7.75
59002757,59,4.5,8.5,7.0
34002758,34,5.75,8.25,5.5
44002759,44,3.25,7.25,3.0
35002760,35,6.75,6.0,4.75
57002761,57,9.25,6.25,3.5
18002762,18,6.0,8.25,3.25
13002763,13,4.0,7.75,6.5
11002764,11,8.25,6.0,2.25
54002765,54,5.5,6.75,7.75
27002766,27,5.0,6.0,3.5
27002767,27,7.0,6.25,2.0
06002768,06,4.75,7.5,3.0
16002769,16,7.0,7.25,6.5
61002770,61,5.25,6.0,6.5
08002771,08,6.5,7.75,4.75
26002772,26,7.25,5.25,0.25
58002773,58,7.0,9.0,3.75
17002774,17,5.25,5.25,4.5
61002775,61,7.0,8.0,6.5
19002776,19,8.0,6.5,5.5
03002777,03,5.5,7.5,7.0
01002778,01,6.75,7.0,6.75
52002779,52,6.75,8.75,3.5
57002780,57,6.5,7.25,4.0
32002781,32,5.75,7.25,3.5
22002782,22,6.25,6.5,5.0
12002783,12,5.0,8.5,2.5
63002784,63,9.5,6.25,10.0
50002785,50,9.5,8.5,4.75
46002786,46,6.0,6.25,5.5
15002787,15,9.5,7.5,6.0
01002788,01,7.5,5.75,7.25
10002789,10,6.75,4.75,7.75
41002790,41,7.25,5.5,4.5
53002791,53,8.0,4.75,8.0
45002792,45,8.25,6.0,6.0
60002793,60,7.5,8.75,6.75
30002794,30,6.25,6.0,4.25
44002795,44,5.0,7.5,8.0
58002796,58,4.75,5.0,7.25
03002797,03,5.25,4.75,5.0
11002798,11,8.5,7.5,6.75
02002799,02,9.25,6.5,6.0
42002800,42,6.25,6.5,3.75
41002801,41,6.75,6.5,7.75
34002802,34,7.75,5.75,5.0
05002803,05,2.75,7.25,5.25
05002804,05,7.25,9.0,4.5
49002805,49,6.5,7.0,6.5
61002806,61,6.5,7.0,6.5
58002807,58,4.5,7.5,4.5
23002808,23,9.5,7.5,4.25
08002809,08,9.0,7.5,8.0
30002810,30,7.25,6.75,9.25
52002811,52,6.25,6.25,5.25
55002812,55,4.5,7.5,6.25
63002813,63,8.0,5.25,5.25
21002814,21,5.75,7.25,5.75
39002815,39,7.0,7.75,3.0
19002816,19,6.75,5.75,8.25
44002817,44,7.25,7.5,3.75
10002818,10,8.0,6.5,3.0
23002819,23,4.75,7.25,7.25
23002820,23,3.5,6.5,7.0
21002821,21,6.25,7.0,8.0
22002822,22,5.5,6.0,3.5
14002823,14,6.0,4.5,4.25
27002824,27,8.5,6.75,4.25
02002825,02,6.75,7.25,3.5
38002826,38,8.5,6.25,4.75
08002827,08,7.5,7.0,5.5
19002828,19,9.5,7.25,7.75
44002829,44,8.25,8.25,3.25
03002830,03,9.75,4.5,6.75
50002831,50,6.0,6.0,8.0
58002832,58,6.0,9.25,6.75
40002833,40,5.75,8.0,2.0
15002834,15,6.0,6.5,5.0
18002835,18,6.0,7.75,7.75
20002836,20,5.75,7.75,3.0
54002837,54,8.0,6.0,5.0
31002838,31,5.75,5.25,4.0
15002839,15,8.25,6.75,5.75
35002840,35,10.0,5.5,6.5
14002841,14,4.75,6.0,3.25
11002842,11,5.75,8.25,8.75
52002843,52,9.5,7.25,3.0
62002844,62,5.25,6.0,5.5
31002845,31,8.25,7.0,5.0
41002846,41,7.25,6.0,8.75
13002847,13,7.25,7.5,8.25
42002848,42,5.0,7.5,5.0
01002849,01,6.25,5.0,6.0
43002850,43,7.0,8.75,3.75
32002851,32,7.25,5.0,3.5
54002852,54,8.25,6.0,4.5
09002853,09,5.75,7.25,5.75
12002854,12,6.75,7.5,4.25
42002855,42,6.75,8.25,5.75
54002856,54,7.0,6.75,6.5
51002857,51,7.0,7.25,6.25
61002858,61,7.25,7.75,7.0
50002859,50,4.75,6.25,6.0
47002860,47,4.75,5.25,5.75
07002861,07,8.0,6.5,4.5
59002862,59,6.25,7.0,7.25
51002863,51,8.25,6.75,7.5
21002864,21,5.25,6.5,3.75
17002865,17,8.5,7.25,7.75
35002866,35,7.0,6.25,3.0
63002867,63,10.0,3.5,5.5
43002868,43,10.0,9.25,4.0
56002869,56,5.0,9.75,5.0
08002870,08,5.0,7.0,6.25
35002871,35,7.0,6.0,6.5
07002872,07,7.0,6.5,7.75
20002873,20,7.0,6.75,1.75
62002874,62,6.5,8.25,6.25
63002875,63,3.5,4.75,5.0
35002876,35,7.25,5.5,10.0
27002877,27,6.0,7.25,4.5
05002878,05,5.75,6.5,3.5
53002879,53,8.0,5.5,9.0
63002880,63,6.75,8.25,5.0
58002881,58,5.75,6.5,3.5
62002882,62,6.0,6.0,4.75
12002883,12,5.75,7.0,9.25
61002884,61,3.5,6.25,5.25
13002885,13,8.0,6.5,9.0
48002886,48,6.0,5.0,5.0
15002887,15,8.75,8.5,5.0
39002888,39,7.5,5.5,4.75
11002889,11,4.0,3.5,4.25
37002890,37,6.5,6.75,8.25
48002891,48,7.0,6.75,5.5
38002892,38,6.5,7.25,6.0
02002893,02,9.0,7.25,4.5
41002894,41,7.75,6.0,6.25
43002895,43,6.5,7.5,5.75
30002896,30,10.0,7.75,7.5
44002897,44,9.25,6.0,6.75
45002898,45,4.0,7.0,5.5
48002899,48,8.25,6.75,3.25
03002900,03,6.0,4.75,5.25
39002901,39,7.5,5.25,7.0
14002902,14,5.25,7.25,6.5
09002903,09,8.5,4.75,4.25
53002904,53,7.5,6.25,5.5
20002905,20,6.0,8.5,6.25
29002906,29,8.0,6.5,5.0
57002907,57,5.75,7.0,7.0
03002908,03,9.0,4.5,6.25
26002909,26,8.0,7.75,5.0
31002910,31,5.5,4.75,6.25
57002911,57,9.25,6.5,5.75
61002912,61,4.5,8.0,6.75
14002913,14,6.0,6.0,4.75
02002914,02,8.25,7.0,9.5
08002915,08,3.5,8.5,5.5
16002916,16,7.25,4.25,5.75
48002917,48,7.5,7.75,5.75
26002918,26,6.0,5.25,4.75
48002919,48,7.0,8.0,8.75
05002920,05,6.0,6.25,3.0
26002921,26,5.5,7.75,2.0
06002922,06,7.75,7.75,3.25
33002923,33,7.0,8.0,8.0
35002924,35,6.75,5.0,4.0
27002925,27,6.0,6.5,9.25
43002926,43,5.75,8.5,5.75
18002927,18,5.5,6.5,6.0
37002928,37,8.75,5.75,1.25
25002929,25,6.0,8.0,3.5
01002930,01,4.75,5.5,5.75
02002931,02,5.5,6.25,4.5
59002932,59,5.0,7.0,7.25
16002933,16,6.25,4.75,7.25
11002934,11,6.75,5.5,6.25
52002935,52,9.75,7.25,7.75
32002936,32,4.5,5.5,6.0
04002937,04,4.5,5.75,7.25
01002938,01,9.0,5.0,5.5
45002939,45,8.25,4.25,6.0
40002940,40,7.5,7.25,4.0
47002941,47,7.0,5.25,4.25
57002942,57,6.5,6.25,8.25
33002943,33,6.75,5.0,6.5
58002944,58,2.75,6.25,4.5
02002945,02,9.0,4.25,5.75
17002946,17,6.0,6.75,5.25
37002947,37,8.5,4.75,6.75
26002948,26,7.0,9.0,8.25
12002949,12,6.0,6.25,7.75
21002950,21,5.0,6.5,3.75
48002951,48,8.25,8.5,5.5
29002952,29,8.5,6.0,6.75
52002953,52,5.5,5.5,6.0
20002954,20,7.5,6.75,7.0
20002955,20,6.25,8.25,5.75
42002956,42,5.75,8.0,5.0
12002957,12,6.5,7.5,5.75
14002958,14,5.5,8.0,4.75
13002959,13,4.75,7.0,4.5
14002960,14,5.5,5.75,5.25
56002961,56,2.5,6.5,5.5
16002962,16,6.0,7.25,8.5
35002963,35,8.0,4.5,7.5
46002964,46,6.75,6.25,4.5
09002965,09,6.0,5.5,1.5
26002966,26,6.0,5.75,0.75
01002967,01,8.0,6.25,7.5
51002968,51,5.75,5.5,5.0
07002969,07,5.25,8.75,2.5
16002970,16,7.0,6.25,5.25
60002971,60,6.0,5.25,2.5
20002972,20,6.75,7.25,6.75
06002973,06,7.0,7.25,7.0
57002974,57,6.5,8.0,6.75
42002975,42,6.75,8.0,6.5
63002976,63,6.5,7.75,5.0
26002977,26,5.75,5.5,2.0
03002978,03,6.75,8.0,6.0
18002979,18,7.5,7.75,9.5
37002980,37,10.0,5.0,2.5
11002981,11,5.25,6.75,9.25
36002982,36,9.5,9.75,6.5
08002983,08,8.25,4.75,3.25
40002984,40,5.25,4.75,5.75
20002985,20,8.5,7.0,2.0
48002986,48,4.0,7.25,5.25
31002987,31,7.0,6.0,6.0
54002988,54,5.25,7.0,2.25
13002989,13,5.75,5.5,8.75
16002990,16,5.25,7.25,3.25
37002991,37,6.5,7.75,4.75
25002992,25,9.25,6.5,5.25
31002993,31,5.5,8.5,5.25
41002994,41,3.25,5.75,5.0
60002995,60,6.0,8.25,5.75
48002996,48,8.75,7.5,8.5
11002997,11,4.25,7.0,5.5
40002998,40,4.5,6.75,6.0
59002999,59,5.25,7.25,4.75
09003000,09,6.75,8.5,5.75
23003001,23,5.25,5.5,5.0
05003002,05,9.0,7.0,6.75
16003003,16,7.5,7.75,5.25
55003004,55,7.25,6.75,6.75
61003005,61,4.75,7.75,4.75
51003006,51,5.75,7.5,5.25
34003007,34,5.0,7.0,6.75
20003008,20,8.5,9.25,3.0
23003009,23,8.5,7.25,3.75
31003010,31,4.5,8.0,4.75
63003011,63,6.0,7.5,6.75
18003012,18,5.5,8.25,5.25
57003013,57,6.25,6.25,4.0
63003014,63,7.5,6.25,4.5
05003015,05,6.25,7.0,4.0
26003016,26,6.25,6.25,1.25
01003017,01,6.25,7.5,6.25
04003018,04,5.25,8.25,5.0
54003019,54,8.0,5.75,0.25
56003020,56,6.0,7.5,2.75
58003021,58,6.75,8.5,8.75
50003022,50,5.75,6.5,6.25
10003023,10,5.5,6.0,7.0
04003024,04,5.25,6.5,6.5
29003025,29,2.75,5.0,4.5
29003026,29,7.75,7.5,5.75
39003027,39,6.75,8.0,6.5
61003028,61,7.0,8.0,4.0
10003029,10,7.25,5.0,5.0
49003030,49,7.5,5.75,7.5
62003031,62,5.25,5.5,4.75
23003032,23,5.5,5.75,7.0
27003033,27,6.5,4.5,7.5
43003034,43,3.0,5.5,7.25
48003035,48,8.0,7.5,6.25
54003036,54,7.25,5.5,3.25
02003037,02,4.75,6.0,7.25
29003038,29,6.0,5.0,4.75
04003039,04,5.75,5.75,8.0
22003040,22,8.75,8.75,4.0
47003041,47,5.5,5.75,6.75
62003042,62,9.0,6.5,5.25
62003043,62,5.25,6.5,6.0
60003044,60,7.0,4.0,8.0
63003045,63,7.75,7.25,5.25
15003046,15,7.5,9.25,4.5
45003047,45,7.75,7.0,5.75
37003048,37,4.0,6.75,8.75
05003049,05,4.0,5.5,8.0
24003050,24,7.5,5.25,6.5
18003051,18,6.0,7.5,7.25
30003052,30,4.25,7.5,7.25
36003053,36,7.0,7.5,5.75
60003054,60,2.75,9.25,4.25
33003055,33,7.25,6.0,8.0
38003056,38,4.25,8.0,6.25
57003057,57,5.5,4.75,4.5
63003058,63,6.75,5.5,5.5
52003059,52,6.75,6.0,5.75
15003060,15,4.5,7.75,3.0
13003061,13,9.75,7.0,7.5
08003062,08,7.25,6.25,6.25
02003063,02,8.0,5.75,4.75
13003064,13,5.75,6.75,5.75
23003065,23,6.25,6.5,1.75
05003066,05,10.0,6.0,7.5
60003067,60,7.0,4.25,5.5
32003068,32,3.25,5.25,6.75
20003069,20,6.25,7.25,6.75
52003070,52,5.75,8.0,7.75
35003071,35,7.75,6.5,4.25
44003072,44,5.75,8.5,8.5
09003073,09,3.5,7.5,8.0
28003074,28,10.0,5.75,4.25
39003075,39,6.75,8.25,4.75
21003076,21,9.0,8.25,7.75
10003077,10,6.0,6.5,6.75
52003078,52,5.25,9.25,4.0
09003079,09,6.0,8.75,1.0
11003080,11,7.5,7.75,4.5
55003081,55,7.5,5.5,7.75
35003082,35,4.25,8.0,6.0
04003083,04,8.25,6.25,1.0
26003084,26,7.25,6.25,6.5
15003085,15,4.75,6.5,7.0
58003086,58,7.0,7.5,6.75
14003087,14,5.5,7.25,2.5
40003088,40,5.5,5.75,3.0
18003089,18,5.5,5.75,6.75
31003090,31,5.25,4.5,8.5
37003091,37,6.75,7.75,2.25
13003092,13,2.75,7.75,8.75
54003093,54,5.75,8.25,10.0
13003094,13,5.0,6.5,10.0
11003095,11,8.25,4.0,6.5
27003096,27,7.5,8.5,2.25
42003097,42,6.25,6.0,7.0
52003098,52,5.25,7.25,6.0
13003099,13,4.25,8.5,7.75
10003100,10,9.75,7.25,8.75
13003101,13,7.0,5.75,6.0
38003102,38,9.25,7.75,8.25
