ma_kh,tuoi,thu_nhap,chi_tieu,nghe_nghiep,thanh_pho,so_don_hang,diem_chi_tieu
KH19018,38.0,21.2,13.2,bac_si,Hai Phong,1,69.0
KH19019,39.0,26.0,19.9,kinh_doanh,Ha Noi,8,89.0
KH19020,32.0,30.1,13.9,ky_su,Ha Noi,3,44.0
KH19021,63.0,19.1,11.0,bac_si,Ha Noi,3,48.0
KH19022,29.0,16.6,10.9,ky_su,TP HCM,3,54.0
KH19023,35.0,11.0,4.3,nhan_vien,Ha Noi,0,35.0
KH19024,50.0,15.7,8.6,giao_vien,Ha Noi,3,58.0
KH19025,27.0,9.7,8.4,nhan_vien,Ha Noi,1,94.0
KH19026,53.0,40.8,18.7,kinh_doanh,Ha Noi,2,44.0
KH19027,26.0,33.6,25.0,bac_si,Hai Phong,9,78.0
KH19028,26.0,10.5,3.1,giao_vien,Hai Phong,0,27.0
KH19029,34.0,22.8,17.6,nhan_vien,Ha Noi,7,80.0
KH19030,26.0,9.1,5.1,nhan_vien,TP HCM,3,59.0
KH19031,31.0,5.8,5.2,nhan_vien,Ha Noi,5,78.0
KH19032,18.0,27.7,24.0,giao_vien,Ha Noi,5,79.0
KH19033,38.0,9.7,1.7,giao_vien,Da Nang,0,17.0
KH19034,42.0,29.6,20.0,nhan_vien,Ha Noi,3,78.0
KH19035,40.0,5.4,4.5,sinh_vien,Can Tho,1,90.0
KH19036,28.0,4.8,0.5,sinh_vien,Hai Phong,0,9.0
KH19037,49.0,61.6,31.6,ky_su,Ha Noi,7,50.0
KH19038,45.0,20.3,7.8,giao_vien,Ha Noi,3,45.0
KH19039,20.0,25.7,15.6,ky_su,TP HCM,11,55.0
KH19040,34.0,12.8,8.3,nhan_vien,TP HCM,3,70.0
KH19041,37.0,6.7,5.9,giao_vien,Ha Noi,3,92.0
KH19042,47.0,15.9,7.6,nhan_vien,Ha Noi,3,53.0
KH19043,34.0,22.0,12.0,ky_su,TP HCM,3,45.0
KH19044,37.0,11.2,3.5,nhan_vien,Ha Noi,0,25.0
KH19045,30.0,16.8,10.9,giao_vien,Hai Phong,0,60.0
KH19046,42.0,21.5,17.8,kinh_doanh,Can Tho,1,85.0
KH19047,24.0,23.4,9.9,giao_vien,TP HCM,1,43.0
KH19048,26.0,11.4,6.4,nhan_vien,Can Tho,1,66.0
KH19049,41.0,36.1,24.6,bac_si,Ha Noi,1,61.0
KH19050,54.0,23.4,14.7,kinh_doanh,Can Tho,1,74.0
KH19051,25.0,28.4,14.5,kinh_doanh,TP HCM,7,49.0
KH19052,48.0,14.1,15.0,bac_si,TP HCM,2,100.0
KH19053,43.0,5.3,3.6,giao_vien,Ha Noi,0,64.0
KH19054,35.0,50.4,37.5,ky_su,Da Nang,10,72.0
KH19055,45.0,16.7,13.2,ky_su,Can Tho,3,65.0
KH19056,57.0,15.4,8.6,nhan_vien,Ha Noi,2,61.0
KH19057,18.0,22.8,10.2,ky_su,Da Nang,1,48.0
KH19058,34.0,22.6,16.0,nhan_vien,Ha Noi,1,59.0
KH19059,40.0,22.4,6.9,giao_vien,TP HCM,2,29.0
KH19060,33.0,18.3,6.1,nhan_vien,TP HCM,0,32.0
KH19061,56.0,40.4,18.5,kinh_doanh,Can Tho,9,55.0
KH19062,24.0,15.3,9.1,bac_si,Ha Noi,3,66.0
KH19063,40.0,28.2,16.1,bac_si,Ha Noi,5,49.0
KH19064,38.0,19.5,15.6,kinh_doanh,Hai Phong,5,94.0
KH19065,32.0,23.7,16.5,kinh_doanh,TP HCM,4,70.0
KH19066,32.0,21.8,16.0,giao_vien,Hai Phong,4,60.0
KH19067,45.0,21.7,11.6,ky_su,TP HCM,6,58.0
KH19068,31.0,26.6,19.9,ky_su,Ha Noi,5,83.0
KH19069,46.0,14.8,9.7,nhan_vien,Da Nang,2,62.0
KH19070,43.0,11.4,7.0,kinh_doanh,TP HCM,0,66.0
KH19071,42.0,7.6,3.5,sinh_vien,TP HCM,0,46.0
KH19072,29.0,29.4,23.4,nhan_vien,TP HCM,7,67.0
KH19073,50.0,21.9,8.6,kinh_doanh,Ha Noi,1,33.0
KH19074,35.0,41.0,18.7,nhan_vien,Ha Noi,6,43.0
KH19075,44.0,34.0,14.5,ky_su,Ha Noi,2,39.0
KH19076,27.0,29.6,21.2,nhan_vien,TP HCM,10,61.0
KH19077,34.0,16.7,10.6,kinh_doanh,Hai Phong,2,58.0
KH19078,29.0,33.0,12.8,kinh_doanh,Ha Noi,1,37.0
KH19079,38.0,39.3,21.0,ky_su,Ha Noi,6,45.0
KH19080,33.0,26.7,10.3,giao_vien,Ha Noi,3,34.0
KH19081,44.0,17.2,14.3,nhan_vien,Can Tho,1,75.0
KH19082,47.0,18.4,10.1,kinh_doanh,Ha Noi,0,47.0
KH19083,26.0,36.4,26.4,kinh_doanh,Da Nang,7,70.0
KH19084,18.0,22.5,13.4,ky_su,TP HCM,2,71.0
KH19085,50.0,31.4,10.3,bac_si,Can Tho,3,39.0
KH19086,25.0,31.5,18.8,bac_si,TP HCM,7,56.0
KH19087,40.0,12.2,7.4,nhan_vien,TP HCM,0,51.0
KH19088,18.0,35.1,16.6,ky_su,Can Tho,2,45.0
KH19089,40.0,7.4,3.3,giao_vien,TP HCM,0,44.0
KH19090,28.0,27.0,12.2,ky_su,Ha Noi,6,54.0
KH19091,21.0,29.9,16.6,kinh_doanh,Da Nang,0,61.0
KH19092,20.0,8.5,6.0,sinh_vien,Ha Noi,0,75.0
KH19093,53.0,16.6,12.4,nhan_vien,TP HCM,2,71.0
KH19094,34.0,8.1,4.5,nhan_vien,Can Tho,1,47.0
KH19095,27.0,1.8,0.8,sinh_vien,Hai Phong,2,51.0
KH19096,32.0,29.9,19.2,kinh_doanh,Da Nang,7,52.0
KH19097,49.0,31.3,24.7,ky_su,TP HCM,10,84.0
KH19098,28.0,20.1,13.6,nhan_vien,TP HCM,3,68.0
KH19099,32.0,4.0,2.9,sinh_vien,TP HCM,1,62.0
KH19100,46.0,19.1,14.8,ky_su,TP HCM,3,84.0
KH19101,37.0,19.4,9.5,bac_si,Ha Noi,5,40.0
KH19102,26.0,4.7,4.4,sinh_vien,Ha Noi,1,84.0
KH19103,30.0,5.4,1.7,sinh_vien,TP HCM,1,34.0
KH19104,25.0,11.2,9.2,nhan_vien,TP HCM,1,76.0
KH19105,36.0,32.7,21.0,giao_vien,Ha Noi,8,75.0
KH19106,39.0,19.2,7.3,nhan_vien,Ha Noi,2,45.0
KH19107,24.0,9.7,4.4,nhan_vien,TP HCM,0,42.0
KH19108,37.0,4.7,4.8,giao_vien,Da Nang,1,97.0
KH19109,57.0,32.3,23.3,bac_si,Ha Noi,6,63.0
KH19110,42.0,5.7,4.7,sinh_vien,Da Nang,1,78.0
KH19111,50.0,56.4,46.9,kinh_doanh,TP HCM,15,84.0
KH19112,55.0,23.7,8.6,nhan_vien,TP HCM,1,37.0
KH19113,27.0,14.2,10.8,kinh_doanh,Ha Noi,4,81.0
KH19114,26.0,20.4,14.8,nhan_vien,Da Nang,2,84.0
KH19115,52.0,9.1,5.5,kinh_doanh,Da Nang,0,63.0
KH19116,18.0,25.2,21.0,giao_vien,Hai Phong,9,90.0
KH19117,45.0,12.3,3.0,giao_vien,Ha Noi,2,20.0
KH19118,48.0,14.0,10.4,giao_vien,Ha Noi,4,71.0
KH19119,69.0,46.0,20.4,bac_si,TP HCM,5,42.0
KH19120,42.0,13.1,6.8,giao_vien,TP HCM,2,48.0
KH19121,35.0,22.5,9.5,ky_su,Ha Noi,4,44.0
KH19122,18.0,63.4,39.0,ky_su,Ha Noi,13,52.0
KH19123,18.0,15.8,13.1,kinh_doanh,Ha Noi,3,71.0
KH19124,35.0,20.1,9.8,ky_su,TP HCM,3,55.0
KH19125,44.0,13.6,9.7,giao_vien,Hai Phong,1,77.0
KH19126,35.0,32.4,14.9,kinh_doanh,Ha Noi,3,54.0
KH19127,34.0,9.4,7.6,nhan_vien,Ha Noi,4,81.0
KH19128,41.0,37.9,22.0,bac_si,TP HCM,9,50.0
KH19129,40.0,45.3,17.0,kinh_doanh,Da Nang,6,34.0
KH19130,37.0,10.4,10.6,giao_vien,Ha Noi,4,96.0
KH19131,29.0,18.6,13.0,nhan_vien,Ha Noi,1,82.0
KH19132,32.0,22.6,9.3,kinh_doanh,Ha Noi,3,41.0
KH19133,35.0,16.5,11.4,kinh_doanh,Ha Noi,3,72.0
KH19134,38.0,25.8,20.2,ky_su,TP HCM,4,66.0
KH19135,54.0,18.4,9.4,kinh_doanh,TP HCM,3,47.0
KH19136,60.0,1.6,2.1,sinh_vien,TP HCM,0,100.0
KH19137,32.0,18.2,13.6,kinh_doanh,Ha Noi,5,77.0
KH19138,33.0,70.2,51.8,kinh_doanh,TP HCM,13,85.0
KH19139,48.0,11.1,5.8,nhan_vien,TP HCM,0,63.0
KH19140,47.0,27.6,8.5,nhan_vien,Can Tho,1,27.0
KH19141,26.0,16.5,7.5,nhan_vien,Hai Phong,3,43.0
KH19142,53.0,60.1,39.1,ky_su,Da Nang,8,61.0
KH19143,38.0,14.6,6.3,ky_su,TP HCM,4,40.0
KH19144,20.0,12.3,9.0,ky_su,Da Nang,2,80.0
KH19145,29.0,15.0,8.4,bac_si,TP HCM,3,50.0
KH19146,45.0,38.2,18.5,ky_su,Hai Phong,4,50.0
KH19147,28.0,14.0,8.3,sinh_vien,Ha Noi,1,68.0
KH19148,38.0,21.1,10.8,kinh_doanh,TP HCM,2,46.0
KH19149,18.0,29.4,14.7,ky_su,TP HCM,2,59.0
KH19150,53.0,9.1,8.3,nhan_vien,Can Tho,0,73.0
KH19151,18.0,23.9,9.3,nhan_vien,Hai Phong,1,43.0
KH19152,36.0,12.7,6.2,giao_vien,TP HCM,1,46.0
KH19153,19.0,8.3,2.1,nhan_vien,TP HCM,2,29.0
KH19154,27.0,22.8,9.1,nhan_vien,Hai Phong,0,32.0
KH19155,38.0,42.5,25.4,ky_su,Can Tho,3,61.0
KH19156,21.0,17.9,13.2,kinh_doanh,Ha Noi,7,71.0
KH19157,43.0,4.6,4.7,sinh_vien,Can Tho,0,100.0
KH19158,30.0,15.5,9.1,ky_su,Ha Noi,3,50.0
KH19159,33.0,15.2,13.3,ky_su,Hai Phong,6,83.0
KH19160,29.0,8.1,7.6,nhan_vien,Da Nang,2,91.0
KH19161,57.0,14.3,10.7,nhan_vien,Can Tho,3,82.0
KH19162,41.0,27.3,11.6,kinh_doanh,Ha Noi,1,45.0
KH19163,55.0,30.7,16.2,ky_su,Hai Phong,5,45.0
KH19164,31.0,13.8,12.5,ky_su,TP HCM,5,98.0
KH19165,57.0,18.3,14.7,bac_si,Da Nang,6,96.0
KH19166,18.0,12.9,8.2,nhan_vien,TP HCM,3,71.0
KH19167,26.0,23.8,17.3,ky_su,Can Tho,3,61.0
KH19168,23.0,14.5,7.6,giao_vien,TP HCM,0,55.0
KH19169,40.0,22.2,11.5,kinh_doanh,TP HCM,1,60.0
KH19170,26.0,14.3,7.9,nhan_vien,Hai Phong,3,57.0
KH19171,18.0,13.1,11.1,nhan_vien,Hai Phong,8,84.0
KH19172,28.0,2.6,1.2,sinh_vien,Da Nang,0,41.0
KH19173,34.0,19.7,10.2,nhan_vien,Ha Noi,2,56.0
KH19174,45.0,26.2,11.7,kinh_doanh,Da Nang,1,44.0
KH19175,35.0,13.7,9.2,ky_su,Hai Phong,2,57.0
KH19176,31.0,5.7,2.8,sinh_vien,Ha Noi,1,58.0
KH19177,51.0,8.5,5.5,nhan_vien,TP HCM,4,62.0
KH19178,19.0,20.4,11.6,kinh_doanh,Hai Phong,1,62.0
KH19179,30.0,29.6,23.4,kinh_doanh,TP HCM,10,81.0
KH19180,58.0,9.0,6.2,sinh_vien,Da Nang,3,59.0
KH19181,43.0,11.4,4.9,giao_vien,Can Tho,3,47.0
KH19182,28.0,6.5,4.9,sinh_vien,Hai Phong,0,83.0
KH19183,31.0,23.5,14.0,ky_su,Can Tho,4,61.0
KH19184,50.0,20.7,15.5,ky_su,Hai Phong,2,69.0
KH19185,40.0,6.0,5.1,nhan_vien,Da Nang,1,100.0
KH19186,44.0,21.2,10.4,ky_su,Ha Noi,0,57.0
KH19187,47.0,21.1,14.4,kinh_doanh,Ha Noi,2,71.0
KH19188,24.0,15.9,8.0,nhan_vien,Da Nang,0,41.0
KH19189,33.0,5.4,4.9,sinh_vien,Ha Noi,2,86.0
KH19190,41.0,25.2,13.1,bac_si,TP HCM,2,53.0
KH19191,34.0,27.5,8.9,ky_su,TP HCM,2,30.0
KH19192,28.0,31.1,17.8,ky_su,TP HCM,4,60.0
KH19193,38.0,20.7,17.0,nhan_vien,Can Tho,5,80.0
KH19194,32.0,3.6,3.4,sinh_vien,TP HCM,2,100.0
KH19195,46.0,25.6,14.8,nhan_vien,TP HCM,1,49.0
KH19196,18.0,2.5,1.1,sinh_vien,Can Tho,0,46.0
KH19197,37.0,16.6,7.5,nhan_vien,Can Tho,5,50.0
KH19198,32.0,20.3,4.6,kinh_doanh,Ha Noi,3,24.0
KH19199,32.0,12.9,6.8,kinh_doanh,Ha Noi,1,62.0
KH19200,53.0,11.3,5.9,giao_vien,Hai Phong,1,52.0
KH19201,41.0,13.5,5.7,nhan_vien,Can Tho,0,36.0
KH19202,19.0,17.2,13.9,nhan_vien,TP HCM,7,82.0
KH19203,51.0,41.5,30.8,kinh_doanh,Ha Noi,13,77.0
KH19204,36.0,6.9,5.2,nhan_vien,Ha Noi,0,88.0
KH19205,37.0,19.5,7.5,ky_su,TP HCM,2,36.0
KH19206,50.0,12.6,5.1,ky_su,Ha Noi,2,37.0
KH19207,36.0,16.6,8.2,kinh_doanh,Ha Noi,2,52.0
KH19208,26.0,4.3,4.5,sinh_vien,Ha Noi,2,85.0
KH19209,19.0,5.2,4.0,nhan_vien,Can Tho,0,83.0
KH19210,40.0,31.0,22.2,ky_su,Hai Phong,12,73.0
KH19211,32.0,14.0,11.1,nhan_vien,TP HCM,3,65.0
KH19212,27.0,9.5,5.9,nhan_vien,TP HCM,1,53.0
KH19213,38.0,21.3,18.5,kinh_doanh,Ha Noi,5,75.0
KH19214,38.0,8.0,3.3,sinh_vien,Hai Phong,1,41.0
KH19215,24.0,32.3,21.9,kinh_doanh,Ha Noi,2,81.0
KH19216,36.0,13.9,7.1,ky_su,TP HCM,2,56.0
KH19217,40.0,18.4,16.8,kinh_doanh,Hai Phong,4,88.0
KH19218,28.0,20.8,17.6,kinh_doanh,Hai Phong,4,77.0
KH19219,20.0,48.6,20.1,ky_su,Ha Noi,7,45.0
KH19220,56.0,31.3,19.4,bac_si,Hai Phong,5,70.0
KH19221,35.0,14.6,8.6,ky_su,Ha Noi,2,66.0
KH19222,39.0,40.9,24.0,nhan_vien,TP HCM,7,53.0
KH19223,31.0,18.2,15.2,kinh_doanh,Can Tho,2,94.0
KH19224,41.0,9.9,9.1,nhan_vien,TP HCM,4,93.0
KH19225,46.0,4.0,3.7,sinh_vien,TP HCM,1,88.0
KH19226,32.0,18.2,12.2,kinh_doanh,Da Nang,0,78.0
KH19227,41.0,51.1,18.4,ky_su,Hai Phong,5,42.0
KH19228,51.0,48.3,23.3,bac_si,TP HCM,3,42.0
KH19229,49.0,7.3,3.6,giao_vien,Can Tho,0,53.0
KH19230,31.0,28.4,18.1,giao_vien,TP HCM,1,66.0
KH19231,29.0,12.7,5.8,nhan_vien,TP HCM,2,54.0
KH19232,53.0,14.4,2.4,ky_su,Da Nang,1,14.0
KH19233,49.0,15.0,9.1,kinh_doanh,Can Tho,2,63.0
KH19234,49.0,23.4,11.4,ky_su,Da Nang,4,48.0
KH19235,18.0,14.2,5.6,kinh_doanh,TP HCM,0,35.0
KH19236,19.0,8.2,5.9,sinh_vien,TP HCM,3,60.0
KH19237,48.0,17.9,7.8,nhan_vien,TP HCM,4,38.0
KH19238,21.0,12.9,9.0,nhan_vien,TP HCM,1,82.0
KH19239,44.0,26.7,15.8,ky_su,Ha Noi,4,61.0
KH19240,35.0,37.5,14.7,kinh_doanh,Da Nang,5,47.0
KH19241,25.0,13.4,8.4,nhan_vien,Da Nang,2,73.0
KH19242,32.0,20.5,10.3,nhan_vien,Can Tho,3,53.0
KH19243,28.0,7.4,1.8,nhan_vien,Can Tho,1,22.0
KH19244,32.0,18.0,15.3,giao_vien,Ha Noi,2,70.0
KH19245,43.0,16.8,8.9,kinh_doanh,TP HCM,3,46.0
KH19246,40.0,32.0,24.7,ky_su,Da Nang,2,70.0
KH19247,32.0,18.0,12.1,nhan_vien,TP HCM,5,63.0
KH19248,37.0,23.1,9.7,kinh_doanh,Ha Noi,2,49.0
KH19249,31.0,24.8,21.7,giao_vien,Ha Noi,3,76.0
KH19250,43.0,35.8,10.5,ky_su,TP HCM,1,32.0
KH19251,53.0,24.7,23.0,ky_su,TP HCM,7,98.0
KH19252,45.0,23.5,19.0,nhan_vien,TP HCM,7,95.0
KH19253,37.0,8.7,5.3,nhan_vien,Da Nang,1,63.0
KH19254,41.0,15.9,13.1,bac_si,TP HCM,6,79.0
KH19255,40.0,24.1,13.7,giao_vien,Ha Noi,3,46.0
KH19256,21.0,12.7,7.6,giao_vien,Ha Noi,2,69.0
KH19257,56.0,16.7,5.6,giao_vien,TP HCM,2,33.0
KH19258,24.0,13.9,8.6,giao_vien,TP HCM,1,62.0
KH19259,24.0,24.8,13.3,giao_vien,TP HCM,4,47.0
KH19260,31.0,6.5,3.5,giao_vien,Hai Phong,0,52.0
KH19261,31.0,30.0,11.0,nhan_vien,Can Tho,6,34.0
KH19262,41.0,3.8,1.7,sinh_vien,Ha Noi,0,39.0
KH19263,36.0,22.8,8.9,ky_su,Ha Noi,2,41.0
KH19264,29.0,15.7,8.7,giao_vien,Ha Noi,3,60.0
KH19265,44.0,32.1,21.7,ky_su,Can Tho,5,74.0
KH19266,36.0,23.1,11.2,ky_su,TP HCM,4,44.0
KH19267,45.0,22.0,12.5,sinh_vien,TP HCM,2,55.0
KH19268,46.0,11.6,5.2,nhan_vien,TP HCM,0,48.0
KH19269,27.0,36.0,20.4,bac_si,Ha Noi,7,68.0
KH19270,41.0,12.4,7.1,kinh_doanh,Ha Noi,1,54.0
KH19271,18.0,7.2,5.8,ky_su,TP HCM,4,96.0
KH19272,39.0,62.7,38.3,nhan_vien,Da Nang,9,49.0
KH19273,43.0,28.8,12.3,ky_su,TP HCM,4,35.0
KH19274,29.0,20.1,11.3,giao_vien,Ha Noi,5,65.0
KH19275,24.0,19.8,17.4,ky_su,Ha Noi,6,85.0
KH19276,21.0,29.5,13.2,kinh_doanh,Ha Noi,2,37.0
KH19277,38.0,19.7,8.8,nhan_vien,TP HCM,1,38.0
KH19278,31.0,4.8,3.2,sinh_vien,TP HCM,0,67.0
KH19279,23.0,28.7,11.4,bac_si,TP HCM,4,43.0
KH19280,39.0,15.2,6.8,ky_su,TP HCM,3,46.0
KH19281,37.0,18.9,17.1,giao_vien,Ha Noi,6,80.0
KH19282,29.0,21.4,20.0,nhan_vien,Ha Noi,1,100.0
KH19283,31.0,23.2,14.6,ky_su,TP HCM,2,58.0
KH19284,46.0,7.6,5.8,sinh_vien,Hai Phong,3,75.0
KH19285,28.0,3.2,3.0,sinh_vien,TP HCM,1,100.0
KH19286,49.0,3.6,0.5,sinh_vien,Da Nang,0,16.0
KH19287,45.0,6.9,5.9,sinh_vien,Ha Noi,1,71.0
KH19288,52.0,4.8,2.7,sinh_vien,Ha Noi,1,67.0
KH19289,26.0,20.6,7.5,kinh_doanh,TP HCM,1,38.0
KH19290,46.0,33.1,19.5,kinh_doanh,Can Tho,7,56.0
KH19291,25.0,29.5,23.2,ky_su,Da Nang,9,77.0
KH19292,37.0,14.7,8.2,kinh_doanh,TP HCM,3,66.0
KH19293,32.0,11.9,9.6,ky_su,Can Tho,2,78.0
KH19294,37.0,17.3,12.4,nhan_vien,Ha Noi,5,67.0
KH19295,36.0,31.0,13.9,ky_su,Can Tho,1,46.0
KH19296,54.0,4.2,1.6,nhan_vien,Can Tho,0,43.0
KH19297,29.0,41.6,22.3,bac_si,Hai Phong,5,45.0
KH19298,29.0,17.2,15.1,nhan_vien,Ha Noi,7,100.0
KH19299,50.0,15.0,10.5,ky_su,Ha Noi,4,72.0
KH19300,24.0,5.6,5.9,sinh_vien,Ha Noi,1,91.0
KH19301,44.0,16.7,7.5,nhan_vien,Ha Noi,5,42.0
KH19302,29.0,33.6,14.2,ky_su,Ha Noi,3,41.0
KH19303,47.0,23.5,19.4,nhan_vien,TP HCM,7,71.0
KH19304,36.0,24.8,14.8,ky_su,TP HCM,5,54.0
KH19305,40.0,6.7,4.9,giao_vien,Can Tho,2,84.0
KH19306,36.0,8.7,4.9,giao_vien,TP HCM,1,49.0
KH19307,26.0,8.0,5.0,giao_vien,Da Nang,1,58.0
KH19308,54.0,7.9,3.1,nhan_vien,Ha Noi,0,41.0
KH19309,50.0,32.5,20.1,bac_si,TP HCM,3,72.0
KH19310,35.0,4.6,3.7,sinh_vien,TP HCM,1,84.0
KH19311,30.0,36.5,14.2,ky_su,TP HCM,5,39.0
KH19312,34.0,14.4,8.4,kinh_doanh,Hai Phong,7,59.0
KH19313,32.0,14.7,10.3,nhan_vien,TP HCM,0,75.0
KH19314,30.0,9.4,7.5,nhan_vien,Ha Noi,2,72.0
KH19315,35.0,15.5,7.4,nhan_vien,Da Nang,2,51.0
KH19316,22.0,15.6,8.9,kinh_doanh,Da Nang,1,65.0
KH19317,33.0,24.2,18.5,nhan_vien,TP HCM,3,79.0
KH19318,35.0,11.6,11.0,giao_vien,TP HCM,0,100.0
KH19319,34.0,20.6,13.2,bac_si,TP HCM,5,66.0
KH19320,29.0,15.3,9.4,ky_su,Ha Noi,3,53.0
KH19321,22.0,7.9,4.4,nhan_vien,TP HCM,2,51.0
KH19322,26.0,25.4,15.6,kinh_doanh,Da Nang,10,57.0
KH19323,25.0,27.5,14.1,ky_su,Ha Noi,8,57.0
KH19324,43.0,22.8,8.6,ky_su,TP HCM,2,36.0
KH19325,18.0,15.8,15.1,sinh_vien,TP HCM,4,94.0
KH19326,24.0,17.2,11.7,nhan_vien,Can Tho,1,75.0
KH19327,42.0,18.6,12.8,ky_su,Can Tho,5,56.0
KH19328,22.0,9.2,6.2,nhan_vien,Ha Noi,2,74.0
KH19329,55.0,26.6,16.5,nhan_vien,TP HCM,2,65.0
KH19330,52.0,33.9,18.3,bac_si,Ha Noi,4,53.0
KH19331,26.0,6.0,1.3,sinh_vien,Hai Phong,0,19.0
KH19332,47.0,11.9,10.6,kinh_doanh,TP HCM,2,89.0
KH19333,18.0,3.3,5.8,sinh_vien,TP HCM,2,100.0
KH19334,35.0,15.4,5.0,giao_vien,TP HCM,0,37.0
KH19335,36.0,11.7,7.6,sinh_vien,Ha Noi,6,66.0
KH19336,42.0,18.9,12.4,nhan_vien,Da Nang,5,72.0
KH19337,37.0,11.7,6.5,nhan_vien,Ha Noi,1,52.0
KH19338,25.0,8.3,8.9,sinh_vien,Ha Noi,2,100.0
KH19339,50.0,4.6,4.7,nhan_vien,Ha Noi,1,100.0
KH19340,33.0,19.0,11.1,giao_vien,TP HCM,2,64.0
KH19341,38.0,17.9,10.3,ky_su,TP HCM,0,66.0
KH19342,36.0,11.7,5.8,ky_su,Hai Phong,3,51.0
KH19343,27.0,8.2,4.8,giao_vien,Da Nang,0,60.0
KH19344,30.0,20.8,9.2,giao_vien,TP HCM,3,49.0
KH19345,42.0,21.3,13.8,bac_si,Ha Noi,6,58.0
KH19346,56.0,13.8,3.5,nhan_vien,TP HCM,0,28.0
KH19347,41.0,10.3,8.2,ky_su,TP HCM,3,92.0
KH19348,33.0,16.5,13.2,nhan_vien,Ha Noi,1,78.0
KH19349,39.0,11.6,7.3,giao_vien,TP HCM,0,70.0
KH19350,34.0,13.6,7.3,ky_su,Hai Phong,2,44.0
KH19351,31.0,15.2,3.2,nhan_vien,Ha Noi,0,23.0
KH19352,30.0,10.0,5.4,kinh_doanh,Ha Noi,1,56.0
KH19353,36.0,38.0,18.5,ky_su,TP HCM,1,49.0
KH19354,25.0,23.7,10.5,kinh_doanh,TP HCM,3,49.0
KH19355,43.0,39.8,20.4,ky_su,Da Nang,7,52.0
KH19356,29.0,24.9,17.6,bac_si,Ha Noi,3,67.0
KH19357,33.0,12.4,4.8,giao_vien,TP HCM,1,40.0
KH19358,37.0,11.5,8.7,giao_vien,Da Nang,2,86.0
KH19359,36.0,5.1,3.0,nhan_vien,Ha Noi,0,69.0
KH19360,46.0,23.1,9.8,ky_su,Ha Noi,2,37.0
KH19361,66.0,31.8,17.0,nhan_vien,TP HCM,7,58.0
KH19362,36.0,25.3,16.2,kinh_doanh,Can Tho,5,64.0
KH19363,26.0,14.8,12.9,giao_vien,TP HCM,4,92.0
KH19364,27.0,4.6,1.5,sinh_vien,Ha Noi,0,28.0
KH19365,43.0,10.1,5.6,nhan_vien,TP HCM,1,60.0
KH19366,43.0,23.3,13.9,nhan_vien,Can Tho,4,59.0
KH19367,26.0,4.9,2.2,nhan_vien,Da Nang,0,50.0
KH19368,26.0,49.1,31.3,bac_si,Da Nang,6,52.0
KH19369,37.0,39.6,19.0,ky_su,TP HCM,7,44.0
KH19370,29.0,21.0,14.1,ky_su,TP HCM,3,70.0
KH19371,44.0,17.0,4.4,kinh_doanh,Can Tho,0,28.0
KH19372,35.0,17.7,6.2,nhan_vien,TP HCM,0,31.0
KH19373,38.0,29.6,18.5,giao_vien,TP HCM,4,60.0
KH19374,40.0,12.6,8.4,giao_vien,Da Nang,4,72.0
KH19375,39.0,11.9,9.1,sinh_vien,Can Tho,2,62.0
KH19376,45.0,16.7,8.2,ky_su,Da Nang,4,48.0
KH19377,27.0,22.8,20.2,ky_su,TP HCM,5,100.0
KH19378,21.0,33.4,14.5,ky_su,Ha Noi,3,48.0
KH19379,23.0,16.9,10.5,giao_vien,TP HCM,1,68.0
KH19380,19.0,25.3,16.2,nhan_vien,TP HCM,4,71.0
KH19381,51.0,8.3,7.6,sinh_vien,Ha Noi,0,79.0
KH19382,33.0,6.3,2.8,sinh_vien,TP HCM,1,52.0
KH19383,18.0,10.4,6.2,nhan_vien,TP HCM,2,60.0
KH19384,30.0,25.8,12.3,kinh_doanh,TP HCM,7,42.0
KH19385,57.0,16.4,8.2,giao_vien,Da Nang,3,57.0
KH19386,37.0,19.7,13.1,kinh_doanh,Ha Noi,2,79.0
KH19387,24.0,8.6,5.1,nhan_vien,Ha Noi,1,69.0
KH19388,36.0,2.0,0.5,sinh_vien,Ha Noi,1,23.0
KH19389,34.0,26.1,20.8,kinh_doanh,TP HCM,7,67.0
KH19390,43.0,28.9,17.3,ky_su,Da Nang,6,65.0
KH19391,52.0,12.2,6.5,ky_su,Ha Noi,1,44.0
KH19392,52.0,26.7,11.1,kinh_doanh,Da Nang,2,37.0
KH19393,43.0,6.4,2.5,nhan_vien,TP HCM,0,42.0
KH19394,29.0,22.8,12.4,ky_su,Hai Phong,3,52.0
KH19395,42.0,35.0,11.4,bac_si,Ha Noi,4,37.0
KH19396,33.0,24.1,15.9,nhan_vien,Ha Noi,3,79.0
KH19397,18.0,34.2,23.1,bac_si,Can Tho,5,62.0
KH19398,29.0,10.4,11.4,giao_vien,Can Tho,6,100.0
KH19399,23.0,37.3,33.1,ky_su,Ha Noi,4,98.0
KH19400,33.0,13.6,6.4,giao_vien,Can Tho,3,39.0
KH19401,36.0,13.5,6.9,nhan_vien,TP HCM,2,43.0
KH19402,24.0,7.0,7.2,nhan_vien,Can Tho,0,98.0
KH19403,54.0,53.2,39.3,bac_si,TP HCM,9,85.0
KH19404,33.0,4.7,2.1,sinh_vien,TP HCM,0,47.0
KH19405,34.0,13.3,6.9,nhan_vien,TP HCM,1,44.0
KH19406,23.0,9.6,6.1,giao_vien,Da Nang,2,53.0
