ma_kh,tuoi,goi_cuoc,khu_vuc,so_thang_su_dung,cuoc_hang_thang,tong_cuoc,so_lan_goi_ho_tro,label
KH15874,29.0,tieu_chuan,Bac,60.0,320.0,19200.0,0.0,0.0
KH15875,57.0,co_ban,Trung,33.0,140.0,4620.0,1.0,0.0
KH15876,28.0,tieu_chuan,Bac,17.0,240.0,4080.0,5.0,0.0
KH15877,44.0,tieu_chuan,Bac,16.0,200.0,3200.0,1.0,0.0
KH15878,44.0,co_ban,Trung,58.0,130.0,7540.0,10.0,1.0
KH15879,58.0,cao_cap,Bac,25.0,440.0,11000.0,4.0,1.0
KH15880,32.0,co_ban,Nam,20.0,140.0,2800.0,1.0,1.0
KH15881,55.0,co_ban,Nam,4.0,140.0,560.0,3.0,1.0
KH15882,61.0,co_ban,Trung,33.0,150.0,4950.0,0.0,1.0
KH15883,60.0,co_ban,Bac,2.0,120.0,240.0,0.0,0.0
KH15884,46.0,cao_cap,Bac,8.0,470.0,3760.0,2.0,1.0
KH15885,19.0,co_ban,Nam,23.0,130.0,2990.0,1.0,0.0
KH15886,54.0,cao_cap,Trung,26.0,580.0,15080.0,0.0,0.0
KH15887,32.0,tieu_chuan,Bac,13.0,300.0,3900.0,1.0,0.0
KH15888,56.0,co_ban,Nam,13.0,,1690.0,1.0,1.0
KH15889,52.0,co_ban,Nam,17.0,130.0,2210.0,3.0,0.0
KH15890,46.0,co_ban,Bac,6.0,120.0,720.0,3.0,0.0
KH15891,39.0,cao_cap,Trung,28.0,540.0,15120.0,11.0,1.0
KH15892,21.0,co_ban,Nam,1.0,120.0,120.0,0.0,1.0
KH15893,34.0,co_ban,Trung,6.0,110.0,660.0,0.0,0.0
KH15894,45.0,tieu_chuan,Nam,8.0,250.0,2000.0,1.0,1.0
KH15895,23.0,tieu_chuan,Nam,19.0,270.0,5130.0,0.0,0.0
KH15896,30.0,tieu_chuan,Bac,21.0,230.0,4830.0,0.0,0.0
KH15897,26.0,tieu_chuan,Bac,23.0,220.0,5060.0,0.0,1.0
KH15898,23.0,tieu_chuan,Bac,47.0,290.0,13630.0,3.0,0.0
KH15899,50.0,cao_cap,Bac,100.0,590.0,59000.0,4.0,0.0
KH15900,48.0,co_ban,Bac,26.0,120.0,3120.0,0.0,0.0
KH15901,25.0,co_ban,Trung,13.0,110.0,1430.0,0.0,0.0
KH15902,39.0,tieu_chuan,Nam,37.0,280.0,10360.0,1.0,0.0
KH15903,38.0,cao_cap,Trung,43.0,470.0,20210.0,3.0,0.0
KH15904,53.0,tieu_chuan,Nam,55.0,320.0,17600.0,0.0,1.0
KH15905,49.0,tieu_chuan,Nam,31.0,270.0,8370.0,0.0,0.0
KH15906,48.0,co_ban,Bac,99.0,130.0,12870.0,0.0,0.0
KH15907,19.0,co_ban,Nam,28.0,110.0,3080.0,1.0,0.0
KH15908,39.0,cao_cap,Nam,22.0,,10780.0,1.0,1.0
KH15909,41.0,tieu_chuan,Bac,13.0,220.0,2860.0,8.0,1.0
KH15910,36.0,co_ban,Bac,3.0,140.0,420.0,0.0,0.0
KH15911,33.0,tieu_chuan,Trung,35.0,240.0,8400.0,0.0,0.0
KH15912,51.0,tieu_chuan,Trung,11.0,310.0,3410.0,3.0,1.0
KH15913,40.0,co_ban,Trung,11.0,120.0,1320.0,1.0,0.0
KH15914,29.0,co_ban,Trung,4.0,160.0,640.0,2.0,1.0
KH15915,47.0,co_ban,Nam,56.0,150.0,8400.0,6.0,1.0
KH15916,38.0,tieu_chuan,Bac,26.0,220.0,5720.0,1.0,1.0
KH15917,26.0,cao_cap,Trung,73.0,520.0,37960.0,0.0,0.0
KH15918,63.0,co_ban,Bac,23.0,150.0,3450.0,1.0,0.0
KH15919,40.0,co_ban,Trung,42.0,110.0,4620.0,0.0,0.0
KH15920,36.0,co_ban,Bac,1.0,,100.0,1.0,1.0
KH15921,22.0,tieu_chuan,Nam,4.0,240.0,960.0,1.0,0.0
KH15922,51.0,co_ban,Bac,75.0,120.0,9000.0,1.0,0.0
KH15923,35.0,tieu_chuan,Nam,29.0,320.0,9280.0,2.0,1.0
KH15924,37.0,co_ban,Bac,12.0,150.0,1800.0,2.0,1.0
KH15925,30.0,tieu_chuan,Nam,120.0,280.0,33600.0,1.0,0.0
KH15926,34.0,tieu_chuan,Bac,17.0,290.0,4930.0,0.0,0.0
KH15927,49.0,tieu_chuan,Nam,1.0,290.0,290.0,2.0,0.0
KH15928,42.0,cao_cap,Bac,2.0,650.0,1300.0,2.0,0.0
KH15929,41.0,co_ban,Bac,9.0,110.0,990.0,0.0,0.0
KH15930,47.0,cao_cap,Trung,10.0,440.0,4400.0,1.0,0.0
KH15931,32.0,tieu_chuan,Nam,52.0,230.0,11960.0,1.0,0.0
KH15932,32.0,co_ban,Nam,9.0,130.0,1170.0,0.0,1.0
KH15933,50.0,co_ban,Nam,62.0,150.0,9300.0,0.0,0.0
KH15934,30.0,co_ban,Nam,27.0,120.0,3240.0,3.0,0.0
KH15935,56.0,co_ban,Nam,32.0,130.0,4160.0,0.0,0.0
KH15936,44.0,tieu_chuan,Bac,49.0,300.0,14700.0,2.0,0.0
KH15937,31.0,cao_cap,Bac,20.0,570.0,11400.0,3.0,1.0
KH15938,48.0,co_ban,Nam,27.0,150.0,4050.0,2.0,1.0
KH15939,63.0,tieu_chuan,Bac,56.0,230.0,12880.0,3.0,0.0
KH15940,41.0,tieu_chuan,Nam,19.0,300.0,5700.0,0.0,0.0
KH15941,56.0,cao_cap,Bac,64.0,560.0,35840.0,0.0,0.0
KH15942,55.0,tieu_chuan,Trung,21.0,250.0,5250.0,4.0,1.0
KH15943,36.0,co_ban,Trung,57.0,140.0,7980.0,1.0,1.0
KH15944,55.0,tieu_chuan,Nam,28.0,260.0,7280.0,1.0,0.0
KH15945,52.0,tieu_chuan,Bac,42.0,250.0,10500.0,4.0,1.0
KH15946,35.0,cao_cap,Trung,18.0,650.0,11700.0,0.0,0.0
KH15947,39.0,co_ban,Bac,7.0,130.0,910.0,7.0,0.0
KH15948,67.0,co_ban,Trung,6.0,130.0,780.0,0.0,0.0
KH15949,23.0,co_ban,Trung,1.0,120.0,120.0,3.0,0.0
KH15950,60.0,co_ban,Nam,1.0,120.0,120.0,1.0,1.0
KH15951,46.0,tieu_chuan,Nam,68.0,280.0,19040.0,1.0,0.0
KH15952,30.0,cao_cap,Bac,29.0,640.0,18560.0,1.0,0.0
KH15953,51.0,co_ban,Nam,17.0,120.0,2040.0,0.0,0.0
KH15954,32.0,tieu_chuan,Trung,30.0,240.0,7200.0,1.0,0.0
KH15955,40.0,tieu_chuan,Nam,12.0,290.0,3480.0,2.0,1.0
KH15956,47.0,tieu_chuan,Nam,8.0,230.0,1840.0,2.0,1.0
KH15957,34.0,co_ban,Bac,10.0,130.0,1300.0,3.0,1.0
KH15958,50.0,tieu_chuan,Nam,7.0,250.0,1750.0,4.0,1.0
KH15959,54.0,tieu_chuan,Bac,4.0,220.0,880.0,0.0,0.0
KH15960,44.0,co_ban,Bac,66.0,120.0,7920.0,2.0,0.0
KH15961,54.0,co_ban,Nam,4.0,130.0,520.0,1.0,0.0
KH15962,18.0,co_ban,Bac,11.0,130.0,1430.0,1.0,0.0
KH15963,53.0,co_ban,Bac,6.0,110.0,660.0,7.0,1.0
KH15964,40.0,co_ban,Bac,1.0,100.0,100.0,1.0,1.0
KH15965,32.0,cao_cap,Bac,24.0,460.0,11040.0,2.0,1.0
KH15966,55.0,cao_cap,Trung,38.0,620.0,23560.0,0.0,1.0
KH15967,24.0,co_ban,Bac,21.0,110.0,2310.0,2.0,0.0
KH15968,31.0,cao_cap,Trung,27.0,580.0,15660.0,0.0,0.0
KH15969,,tieu_chuan,Nam,19.0,310.0,5890.0,2.0,0.0
KH15970,47.0,tieu_chuan,Bac,27.0,320.0,8640.0,2.0,1.0
KH15971,37.0,tieu_chuan,Bac,5.0,320.0,1600.0,0.0,0.0
KH15972,39.0,co_ban,Bac,6.0,100.0,600.0,3.0,1.0
KH15973,45.0,co_ban,Nam,11.0,120.0,1320.0,1.0,0.0
KH15974,,co_ban,Bac,11.0,130.0,1430.0,5.0,1.0
KH15975,63.0,co_ban,Nam,22.0,110.0,2420.0,2.0,1.0
KH15976,18.0,co_ban,Trung,40.0,150.0,6000.0,1.0,0.0
KH15977,38.0,co_ban,Nam,15.0,120.0,1800.0,0.0,1.0
KH15978,54.0,tieu_chuan,Bac,18.0,200.0,3600.0,8.0,1.0
KH15979,25.0,cao_cap,Bac,40.0,660.0,26400.0,1.0,0.0
KH15980,54.0,co_ban,Trung,1.0,140.0,140.0,1.0,1.0
KH15981,42.0,co_ban,Nam,22.0,110.0,2420.0,1.0,0.0
KH15982,30.0,tieu_chuan,Trung,4.0,230.0,920.0,7.0,1.0
KH15983,25.0,co_ban,Nam,7.0,140.0,980.0,0.0,1.0
KH15984,46.0,tieu_chuan,Bac,38.0,220.0,8360.0,1.0,0.0
KH15985,25.0,tieu_chuan,Bac,17.0,,3570.0,7.0,1.0
KH15986,33.0,tieu_chuan,Bac,3.0,310.0,930.0,5.0,1.0
KH15987,47.0,co_ban,Trung,2.0,140.0,280.0,1.0,1.0
KH15988,39.0,tieu_chuan,Bac,5.0,240.0,1200.0,1.0,0.0
KH15989,39.0,co_ban,Nam,25.0,130.0,3250.0,1.0,1.0
KH15990,41.0,tieu_chuan,Trung,10.0,240.0,2400.0,1.0,0.0
KH15991,58.0,co_ban,Bac,9.0,100.0,900.0,4.0,1.0
KH15992,27.0,co_ban,Trung,24.0,120.0,2880.0,0.0,0.0
KH15993,46.0,tieu_chuan,Bac,23.0,210.0,4830.0,3.0,0.0
KH15994,38.0,cao_cap,Trung,68.0,520.0,35360.0,2.0,0.0
KH15995,56.0,cao_cap,Trung,6.0,560.0,3360.0,1.0,1.0
KH15996,20.0,co_ban,Nam,5.0,130.0,650.0,2.0,0.0
KH15997,18.0,tieu_chuan,Nam,7.0,320.0,2240.0,6.0,1.0
KH15998,28.0,co_ban,Bac,13.0,100.0,1300.0,10.0,1.0
KH15999,48.0,co_ban,Bac,8.0,130.0,1040.0,0.0,0.0
KH16000,28.0,cao_cap,Nam,14.0,540.0,7560.0,1.0,0.0
KH16001,34.0,tieu_chuan,Nam,112.0,270.0,30240.0,2.0,0.0
KH16002,47.0,tieu_chuan,Nam,35.0,220.0,7700.0,1.0,0.0
KH16003,49.0,tieu_chuan,Nam,41.0,320.0,13120.0,3.0,0.0
KH16004,31.0,tieu_chuan,Nam,1.0,300.0,300.0,0.0,0.0
KH16005,47.0,co_ban,Nam,4.0,150.0,600.0,3.0,0.0
KH16006,59.0,co_ban,Nam,12.0,120.0,1440.0,4.0,1.0
KH16007,34.0,cao_cap,Bac,6.0,470.0,2820.0,0.0,0.0
KH16008,29.0,co_ban,Nam,38.0,130.0,4940.0,4.0,1.0
KH16009,39.0,co_ban,Bac,30.0,110.0,3300.0,2.0,0.0
KH16010,51.0,co_ban,Nam,15.0,140.0,2100.0,8.0,1.0
KH16011,29.0,co_ban,Bac,28.0,150.0,4200.0,2.0,0.0
KH16012,39.0,tieu_chuan,Nam,68.0,300.0,20400.0,1.0,0.0
KH16013,28.0,tieu_chuan,Trung,4.0,250.0,1000.0,2.0,1.0
KH16014,23.0,tieu_chuan,Nam,3.0,210.0,630.0,0.0,0.0
KH16015,39.0,cao_cap,Bac,30.0,580.0,17400.0,2.0,0.0
KH16016,37.0,tieu_chuan,Nam,34.0,280.0,9520.0,1.0,1.0
KH16017,27.0,co_ban,Nam,13.0,150.0,1950.0,1.0,0.0
KH16018,37.0,co_ban,Bac,120.0,130.0,15600.0,0.0,0.0
KH16019,57.0,co_ban,Nam,45.0,100.0,4500.0,0.0,0.0
KH16020,19.0,tieu_chuan,Nam,10.0,240.0,2400.0,7.0,1.0
KH16021,38.0,tieu_chuan,Trung,11.0,320.0,3520.0,7.0,1.0
KH16022,35.0,co_ban,Bac,5.0,110.0,550.0,0.0,1.0
KH16023,18.0,cao_cap,Nam,72.0,610.0,43920.0,8.0,0.0
KH16024,45.0,co_ban,Bac,17.0,160.0,2720.0,2.0,1.0
KH16025,38.0,tieu_chuan,Trung,8.0,300.0,2400.0,0.0,1.0
KH16026,31.0,co_ban,Bac,9.0,140.0,1260.0,5.0,1.0
KH16027,37.0,tieu_chuan,Nam,11.0,240.0,2640.0,2.0,0.0
KH16028,33.0,co_ban,Nam,13.0,100.0,1300.0,3.0,1.0
KH16029,31.0,tieu_chuan,Bac,33.0,290.0,9570.0,0.0,0.0
KH16030,38.0,co_ban,Bac,5.0,150.0,750.0,13.0,1.0
KH16031,49.0,co_ban,Bac,1.0,110.0,110.0,0.0,1.0
KH16032,36.0,tieu_chuan,Bac,5.0,280.0,1400.0,1.0,0.0
KH16033,62.0,co_ban,Nam,47.0,130.0,6110.0,0.0,0.0
KH16034,51.0,cao_cap,Bac,12.0,550.0,6600.0,8.0,1.0
KH16035,,co_ban,Bac,120.0,140.0,16800.0,2.0,0.0
KH16036,45.0,cao_cap,Trung,17.0,500.0,8500.0,8.0,1.0
KH16037,30.0,cao_cap,Trung,35.0,460.0,16100.0,0.0,0.0
KH16038,36.0,tieu_chuan,Bac,7.0,300.0,2100.0,3.0,1.0
KH16039,51.0,cao_cap,Bac,1.0,620.0,620.0,3.0,1.0
KH16040,32.0,cao_cap,Nam,17.0,610.0,10370.0,2.0,0.0
KH16041,50.0,tieu_chuan,Bac,35.0,300.0,10500.0,10.0,1.0
KH16042,48.0,tieu_chuan,Nam,6.0,220.0,1320.0,1.0,0.0
KH16043,42.0,cao_cap,Trung,19.0,460.0,8740.0,0.0,0.0
KH16044,40.0,cao_cap,Nam,26.0,610.0,15860.0,0.0,0.0
KH16045,,co_ban,Bac,11.0,150.0,1650.0,0.0,1.0
KH16046,36.0,co_ban,Nam,66.0,140.0,9240.0,0.0,0.0
KH16047,40.0,co_ban,Nam,21.0,150.0,3150.0,3.0,0.0
KH16048,52.0,co_ban,Trung,27.0,140.0,3780.0,2.0,0.0
KH16049,28.0,co_ban,Bac,37.0,130.0,4810.0,0.0,0.0
KH16050,40.0,cao_cap,Nam,18.0,430.0,7740.0,0.0,1.0
KH16051,51.0,cao_cap,Nam,11.0,660.0,7260.0,3.0,1.0
KH16052,31.0,cao_cap,Trung,22.0,420.0,9240.0,1.0,0.0
KH16053,29.0,tieu_chuan,Trung,4.0,320.0,1280.0,1.0,1.0
KH16054,21.0,co_ban,Bac,34.0,150.0,5100.0,0.0,0.0
KH16055,38.0,co_ban,Bac,25.0,130.0,3250.0,2.0,0.0
KH16056,45.0,co_ban,Trung,18.0,110.0,1980.0,2.0,0.0
KH16057,41.0,co_ban,Bac,25.0,120.0,3000.0,1.0,0.0
KH16058,41.0,tieu_chuan,Bac,3.0,260.0,780.0,0.0,1.0
KH16059,36.0,cao_cap,Nam,25.0,610.0,15250.0,0.0,1.0
KH16060,37.0,cao_cap,Trung,4.0,560.0,2240.0,1.0,1.0
KH16061,18.0,co_ban,Trung,8.0,100.0,800.0,0.0,1.0
KH16062,33.0,tieu_chuan,Nam,28.0,,6720.0,3.0,0.0
KH16063,35.0,co_ban,Bac,10.0,130.0,1300.0,9.0,1.0
KH16064,47.0,tieu_chuan,Trung,5.0,230.0,1150.0,3.0,0.0
KH16065,73.0,tieu_chuan,Nam,12.0,250.0,3000.0,1.0,0.0
KH16066,29.0,cao_cap,Trung,1.0,660.0,660.0,3.0,1.0
KH16067,34.0,co_ban,Bac,10.0,150.0,1500.0,0.0,0.0
KH16068,56.0,co_ban,Bac,20.0,120.0,2400.0,9.0,0.0
KH16069,43.0,co_ban,Nam,34.0,130.0,4420.0,1.0,0.0
KH16070,28.0,cao_cap,Trung,1.0,570.0,570.0,2.0,1.0
KH16071,41.0,tieu_chuan,Bac,1.0,230.0,230.0,0.0,0.0
KH16072,49.0,co_ban,Bac,10.0,140.0,1400.0,2.0,0.0
KH16073,19.0,co_ban,Bac,35.0,120.0,4200.0,2.0,0.0
KH16074,47.0,cao_cap,Bac,15.0,530.0,7950.0,2.0,0.0
KH16075,30.0,tieu_chuan,Bac,6.0,210.0,1260.0,0.0,1.0
KH16076,33.0,cao_cap,Bac,8.0,460.0,3680.0,2.0,1.0
KH16077,,co_ban,Nam,13.0,100.0,1300.0,4.0,0.0
KH16078,43.0,co_ban,Bac,110.0,140.0,15400.0,0.0,0.0
KH16079,46.0,co_ban,Nam,3.0,110.0,330.0,2.0,1.0
KH16080,61.0,co_ban,Bac,6.0,120.0,720.0,1.0,0.0
KH16081,33.0,co_ban,Bac,7.0,130.0,910.0,2.0,0.0
KH16082,23.0,co_ban,Bac,3.0,110.0,330.0,0.0,1.0
KH16083,54.0,tieu_chuan,Trung,26.0,230.0,5980.0,1.0,0.0
KH16084,35.0,co_ban,Bac,15.0,100.0,1500.0,0.0,0.0
KH16085,46.0,co_ban,Bac,3.0,130.0,390.0,2.0,0.0
KH16086,33.0,co_ban,Trung,7.0,130.0,910.0,2.0,0.0
KH16087,38.0,tieu_chuan,Trung,1.0,260.0,260.0,2.0,0.0
KH16088,27.0,tieu_chuan,Nam,19.0,260.0,4940.0,4.0,0.0
KH16089,27.0,co_ban,Bac,16.0,150.0,2400.0,0.0,0.0
KH16090,76.0,tieu_chuan,Bac,17.0,320.0,5440.0,10.0,1.0
KH16091,28.0,cao_cap,Bac,20.0,450.0,9000.0,2.0,0.0
KH16092,53.0,co_ban,Trung,3.0,130.0,390.0,12.0,1.0
KH16093,48.0,co_ban,Bac,37.0,130.0,4810.0,1.0,0.0
KH16094,40.0,tieu_chuan,Bac,82.0,280.0,22960.0,0.0,0.0
KH16095,36.0,tieu_chuan,Nam,11.0,,2860.0,1.0,1.0
KH16096,18.0,co_ban,Trung,1.0,110.0,110.0,1.0,1.0
KH16097,37.0,cao_cap,Nam,16.0,520.0,8320.0,1.0,0.0
KH16098,38.0,co_ban,Bac,45.0,100.0,4500.0,1.0,1.0
KH16099,55.0,tieu_chuan,Bac,16.0,270.0,4320.0,6.0,1.0
KH16100,42.0,tieu_chuan,Nam,16.0,240.0,3840.0,0.0,1.0
KH16101,18.0,cao_cap,Bac,4.0,500.0,2000.0,1.0,0.0
KH16102,43.0,tieu_chuan,Trung,6.0,300.0,1800.0,0.0,1.0
KH16103,36.0,tieu_chuan,Trung,39.0,270.0,10530.0,3.0,1.0
KH16104,38.0,co_ban,Trung,2.0,150.0,300.0,9.0,1.0
KH16105,28.0,cao_cap,Trung,1.0,520.0,520.0,1.0,0.0
KH16106,33.0,co_ban,Bac,54.0,150.0,8100.0,0.0,0.0
KH16107,23.0,tieu_chuan,Bac,1.0,220.0,220.0,1.0,0.0
KH16108,51.0,co_ban,Bac,19.0,130.0,2470.0,1.0,0.0
KH16109,37.0,co_ban,Bac,14.0,130.0,1820.0,2.0,0.0
KH16110,18.0,cao_cap,Bac,3.0,520.0,1560.0,3.0,1.0
KH16111,50.0,co_ban,Bac,6.0,120.0,720.0,1.0,1.0
KH16112,44.0,tieu_chuan,Bac,21.0,240.0,5040.0,0.0,0.0
KH16113,44.0,tieu_chuan,Nam,38.0,260.0,9880.0,1.0,0.0
KH16114,38.0,tieu_chuan,Bac,1.0,270.0,270.0,2.0,0.0
KH16115,32.0,co_ban,Trung,11.0,120.0,1320.0,1.0,0.0
KH16116,50.0,co_ban,Bac,33.0,150.0,4950.0,0.0,0.0
KH16117,58.0,co_ban,Nam,17.0,,1700.0,3.0,1.0
KH16118,59.0,tieu_chuan,Trung,27.0,250.0,6750.0,1.0,0.0
KH16119,18.0,tieu_chuan,Bac,12.0,270.0,3240.0,1.0,0.0
KH16120,46.0,co_ban,Bac,11.0,150.0,1650.0,3.0,1.0
KH16121,30.0,co_ban,Nam,75.0,150.0,11250.0,1.0,0.0
KH16122,24.0,cao_cap,Bac,18.0,,10080.0,1.0,1.0
KH16123,39.0,co_ban,Bac,3.0,130.0,390.0,1.0,0.0
KH16124,28.0,co_ban,Nam,5.0,120.0,600.0,10.0,1.0
KH16125,42.0,cao_cap,Nam,13.0,500.0,6500.0,2.0,0.0
KH16126,58.0,cao_cap,Nam,19.0,440.0,8360.0,0.0,0.0
KH16127,58.0,co_ban,Bac,8.0,130.0,1040.0,4.0,1.0
KH16128,34.0,tieu_chuan,Bac,40.0,250.0,10000.0,1.0,0.0
KH16129,24.0,co_ban,Bac,1.0,120.0,120.0,0.0,1.0
KH16130,40.0,co_ban,Nam,42.0,100.0,4200.0,2.0,0.0
KH16131,25.0,tieu_chuan,Trung,10.0,270.0,2700.0,1.0,0.0
KH16132,60.0,co_ban,Nam,18.0,120.0,2160.0,1.0,0.0
KH16133,20.0,cao_cap,Bac,30.0,500.0,15000.0,3.0,0.0
KH16134,26.0,co_ban,Nam,11.0,110.0,1210.0,0.0,0.0
KH16135,31.0,tieu_chuan,Nam,92.0,290.0,26680.0,3.0,0.0
KH16136,30.0,cao_cap,Bac,27.0,550.0,14850.0,3.0,0.0
KH16137,44.0,co_ban,Trung,30.0,110.0,3300.0,4.0,0.0
KH16138,46.0,tieu_chuan,Nam,5.0,260.0,1300.0,5.0,1.0
KH16139,47.0,cao_cap,Nam,13.0,510.0,6630.0,0.0,0.0
KH16140,39.0,co_ban,Bac,1.0,130.0,130.0,9.0,1.0
KH16141,41.0,tieu_chuan,Nam,19.0,300.0,5700.0,3.0,1.0
KH16142,53.0,tieu_chuan,Nam,50.0,270.0,13500.0,2.0,0.0
KH16143,42.0,tieu_chuan,Nam,32.0,290.0,9280.0,2.0,0.0
KH16144,53.0,co_ban,Nam,26.0,110.0,2860.0,5.0,0.0
KH16145,37.0,co_ban,Bac,9.0,120.0,1080.0,0.0,0.0
KH16146,38.0,tieu_chuan,Nam,43.0,320.0,13760.0,2.0,0.0
KH16147,56.0,tieu_chuan,Nam,19.0,280.0,5320.0,1.0,0.0
KH16148,60.0,co_ban,Nam,25.0,100.0,2500.0,1.0,1.0
KH16149,47.0,cao_cap,Bac,10.0,540.0,5400.0,2.0,0.0
KH16150,35.0,co_ban,Bac,3.0,110.0,330.0,3.0,1.0
KH16151,55.0,tieu_chuan,Trung,22.0,280.0,6160.0,2.0,1.0
KH16152,45.0,co_ban,Nam,7.0,140.0,980.0,0.0,0.0
KH16153,48.0,co_ban,Nam,47.0,120.0,5640.0,2.0,0.0
KH16154,35.0,co_ban,Bac,35.0,150.0,5250.0,9.0,1.0
KH16155,42.0,co_ban,Bac,6.0,120.0,720.0,4.0,1.0
KH16156,53.0,tieu_chuan,Nam,2.0,290.0,580.0,0.0,0.0
KH16157,26.0,tieu_chuan,Nam,12.0,310.0,3720.0,9.0,1.0
KH16158,30.0,tieu_chuan,Nam,3.0,290.0,870.0,0.0,1.0
KH16159,34.0,co_ban,Bac,2.0,130.0,260.0,7.0,1.0
KH16160,50.0,tieu_chuan,Bac,82.0,230.0,18860.0,2.0,0.0
KH16161,19.0,co_ban,Trung,14.0,120.0,1680.0,1.0,0.0
KH16162,54.0,tieu_chuan,Bac,3.0,250.0,750.0,0.0,1.0
KH16163,54.0,co_ban,Bac,13.0,130.0,1690.0,3.0,0.0
KH16164,22.0,tieu_chuan,Bac,1.0,210.0,210.0,0.0,0.0
KH16165,35.0,tieu_chuan,Trung,22.0,300.0,6600.0,3.0,1.0
KH16166,46.0,co_ban,Nam,51.0,140.0,7140.0,1.0,1.0
KH16167,43.0,cao_cap,Bac,1.0,600.0,600.0,2.0,1.0
KH16168,35.0,tieu_chuan,Nam,3.0,290.0,870.0,3.0,0.0
KH16169,35.0,co_ban,Bac,13.0,120.0,1560.0,1.0,0.0
KH16170,32.0,cao_cap,Nam,18.0,620.0,11160.0,1.0,0.0
KH16171,35.0,co_ban,Nam,1.0,120.0,120.0,2.0,1.0
KH16172,51.0,cao_cap,Bac,64.0,590.0,37760.0,7.0,1.0
KH16173,35.0,co_ban,Nam,15.0,110.0,1650.0,2.0,1.0
KH16174,51.0,co_ban,Trung,13.0,130.0,1690.0,3.0,1.0
KH16175,42.0,tieu_chuan,Nam,3.0,300.0,900.0,1.0,0.0
KH16176,26.0,tieu_chuan,Bac,1.0,270.0,270.0,0.0,0.0
KH16177,22.0,co_ban,Trung,4.0,130.0,520.0,1.0,1.0
KH16178,37.0,cao_cap,Trung,27.0,480.0,12960.0,1.0,0.0
KH16179,20.0,tieu_chuan,Bac,68.0,310.0,21080.0,1.0,0.0
KH16180,34.0,tieu_chuan,Trung,34.0,230.0,7820.0,2.0,0.0
KH16181,38.0,co_ban,Trung,88.0,140.0,12320.0,0.0,0.0
KH16182,47.0,co_ban,Nam,9.0,140.0,1260.0,2.0,0.0
KH16183,21.0,co_ban,Nam,82.0,140.0,11480.0,1.0,0.0
KH16184,34.0,tieu_chuan,Trung,3.0,240.0,720.0,1.0,1.0
KH16185,44.0,cao_cap,Nam,11.0,580.0,6380.0,2.0,0.0
KH16186,34.0,co_ban,Bac,12.0,140.0,1680.0,3.0,0.0
KH16187,33.0,co_ban,Nam,38.0,120.0,4560.0,1.0,0.0
KH16188,43.0,co_ban,Bac,13.0,120.0,1560.0,7.0,1.0
KH16189,26.0,co_ban,Bac,1.0,150.0,150.0,3.0,1.0
KH16190,37.0,co_ban,Bac,43.0,160.0,6880.0,2.0,0.0
KH16191,40.0,cao_cap,Trung,13.0,480.0,6240.0,2.0,0.0
KH16192,,tieu_chuan,Nam,69.0,300.0,20700.0,0.0,0.0
KH16193,32.0,co_ban,Bac,43.0,110.0,4730.0,3.0,0.0
KH16194,44.0,cao_cap,Bac,19.0,550.0,10450.0,3.0,1.0
KH16195,37.0,tieu_chuan,Nam,15.0,290.0,4350.0,1.0,0.0
KH16196,30.0,tieu_chuan,Nam,14.0,280.0,3920.0,0.0,0.0
KH16197,18.0,tieu_chuan,Nam,1.0,300.0,300.0,0.0,0.0
KH16198,31.0,co_ban,Bac,72.0,150.0,10800.0,0.0,0.0
KH16199,57.0,co_ban,Trung,17.0,150.0,2550.0,0.0,0.0
KH16200,32.0,co_ban,Nam,13.0,110.0,1430.0,2.0,0.0
KH16201,,tieu_chuan,Nam,43.0,290.0,12470.0,7.0,1.0
KH16202,37.0,tieu_chuan,Nam,27.0,250.0,6750.0,0.0,0.0
KH16203,46.0,tieu_chuan,Nam,24.0,270.0,6480.0,1.0,0.0
KH16204,30.0,tieu_chuan,Trung,14.0,300.0,4200.0,0.0,0.0
KH16205,40.0,co_ban,Nam,28.0,140.0,3920.0,4.0,0.0
KH16206,33.0,tieu_chuan,Trung,14.0,210.0,2940.0,9.0,1.0
KH16207,31.0,cao_cap,Bac,1.0,440.0,440.0,1.0,0.0
KH16208,18.0,co_ban,Nam,30.0,110.0,3300.0,7.0,1.0
KH16209,43.0,co_ban,Nam,6.0,140.0,840.0,2.0,1.0
KH16210,24.0,cao_cap,Bac,1.0,450.0,450.0,3.0,1.0
KH16211,49.0,co_ban,Nam,22.0,,2860.0,1.0,0.0
KH16212,38.0,tieu_chuan,Bac,13.0,300.0,3900.0,9.0,0.0
KH16213,46.0,tieu_chuan,Nam,28.0,230.0,6440.0,1.0,1.0
KH16214,47.0,co_ban,Bac,11.0,140.0,1540.0,0.0,0.0
KH16215,42.0,co_ban,Nam,45.0,120.0,5400.0,2.0,0.0
KH16216,22.0,co_ban,Trung,27.0,110.0,2970.0,2.0,1.0
KH16217,40.0,cao_cap,Nam,18.0,420.0,7560.0,0.0,0.0
KH16218,42.0,cao_cap,Nam,11.0,550.0,6050.0,2.0,1.0
KH16219,,cao_cap,Nam,47.0,640.0,30080.0,2.0,1.0
KH16220,61.0,cao_cap,Bac,11.0,420.0,4620.0,0.0,0.0
KH16221,18.0,co_ban,Bac,63.0,100.0,6300.0,3.0,0.0
KH16222,42.0,co_ban,Bac,28.0,140.0,3920.0,0.0,0.0
